Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-572.5083	-601.2838	28.77549	0.25147	0.0112952	0.116735	0.104394	0.213769	0.0814853	0.106164	0.0660155	0.232103	0.150874	0.0794576	0.00116215	0.0238593	0.0218979	0.0290032	0.0250676	0.0325043	0.018708	0.0164538	0.0605268	0.0126707	0.13628	0.017525	0.0152385	0.0366857	0.00302485	0.125525	0.0211595	0.029963	0.558746	1.441254	0.131741	0.372122	0.734618	1.36125	2.68729	7.59066	1.465602	2.579444	0.123208	0.00553409	0.0571944	0.0511481	0.104737	0.0399238	0.0520152	0.0323444	0.113719	0.0739212	0.0389304	0.000569396	0.0116899	0.0107289	0.0142102	0.0122819	0.0159255	0.00916602	0.00806155	0.0296552	0.00620804	0.0667704	0.00858641	0.00746613	0.0179742	0.00148203	0.0615012	0.0103671	0.0146804	0.553704	0.446296	0.5537038	2.041018
396	-565.8743	-594.4858	28.61148	0.351654	0.0347226	0.151696	0.0811912	0.179995	0.121932	0.11717	0.151828	0.201091	0.124373	0.142439	0.0021746	0.00426608	0.0464776	0.0459638	0.0199608	0.083389	0.0559708	0.0368057	0.0953831	0.0225353	0.38555	0.0180108	0.00677912	0.0088985	0.0619293	0.365344	0.00268684	0.0838287	0.9644738	1.035526	0.225126	0.483255	0.797019	1.25468	2.0693	4.44196	1.078165	1.07367	0.11706	0.0115586	0.0504973	0.0270273	0.0599176	0.0405893	0.0390041	0.0505411	0.0669401	0.0414017	0.0474157	0.00072389	0.00142011	0.0154717	0.0153006	0.00664462	0.0277589	0.0186318	0.012252	0.0317516	0.00750165	0.128344	0.00599552	0.00225666	0.00296217	0.0206153	0.121617	0.000894408	0.0279053	0.472123	0.527877	0.4721226	3.004045
432	-579.0134	-609.1129	30.09943	0.132348	0.0172465	0.0394168	0.0503643	0.0267057	0.0108554	0.0262	0.0895484	0.0397733	0.0246809	0.0330505	0.00218401	0.0185156	0.0108479	0.020729	0.00876618	0.0494274	0.00468693	0.0181316	0.012814	0.0529853	0.0786483	0.0305226	0.00273878	0.00221249	0.0210496	0.0882333	0.00376892	0.0381419	0.6560974	1.343903	0.0792465	0.290422	0.679947	1.4707	3.44326	12.6189	1.833119	2.048328	0.138643	0.0180669	0.0412917	0.0527599	0.027976	0.0113717	0.0274462	0.0938079	0.0416652	0.0258549	0.0346226	0.0022879	0.0193963	0.0113638	0.021715	0.00918316	0.0517785	0.00490987	0.0189941	0.0134235	0.0555056	0.0823893	0.0319744	0.00286906	0.00231773	0.0220509	0.0924302	0.0039482	0.0399561	0.611999	0.388001	0.611999	0.9545936
468	-572.7085	-600.2148	27.50628	0.579562	0.212143	0.103162	0.0237784	0.0248897	0.189794	0.278875	0.0427318	0.233142	0.0970928	0.0694821	0.0510356	0.0753828	0.0394075	0.0347601	0.0336181	0.0055194	0.046382	0.00367651	0.00763931	0.156104	0.0183041	0.695084	0.0751562	0.0520988	0.0147827	0.0410254	0.111831	0.038608	0.6651875	1.334812	0.285477	0.542601	0.826348	1.21014	1.84298	3.50291	0.9064355	2.006671	0.172742	0.0632305	0.0307482	0.00708731	0.00741853	0.0565694	0.0831204	0.0127365	0.0694895	0.0289391	0.0207096	0.0152115	0.0224683	0.0117457	0.0103605	0.0100201	0.00164509	0.0138244	0.00109581	0.00227695	0.0465278	0.00545564	0.207174	0.0224008	0.0155284	0.00440609	0.0122279	0.0333321	0.0115074	0.439459	0.560541	0.4394587	3.355069
504	-577.4914	-607.1313	29.63989	0.283963	0.0842622	0.0287269	0.0141358	0.0308296	0.131668	0.0731582	0.0972505	0.19947	0.119694	0.0589086	0.0194949	0.0511822	0.0063498	0.0118313	0.0156749	0.021072	0.0221401	0.000565698	0.000976534	0.0434309	0.14355	0.0287846	0.0337263	0.0274377	0.144423	0.105304	0.00166654	0.083414	0.6879448	1.312055	0.190588	0.445554	0.777076	1.28688	2.2444	5.24693	1.19859	1.90721	0.150796	0.0447468	0.0152552	0.00750671	0.0163718	0.0699211	0.0388501	0.0516441	0.105927	0.0635624	0.0312829	0.0103526	0.0271799	0.00337201	0.00628293	0.00832404	0.0111901	0.0117573	0.000300409	0.00051858	0.0230636	0.0762308	0.0152858	0.0179101	0.0145706	0.0766947	0.0559207	0.000885003	0.0442963	0.385572	0.614428	0.3855719	1.883091
540	-576.9579	-605.0901	28.13221	0.574638	0.0602369	0.0887264	0.0157031	0.0802348	0.136213	0.019295	0.109188	0.184484	0.0987211	0.067781	0.0410427	0.0126464	0.0614343	0.0114592	0.0138559	0.0305251	0.0257428	0.0100812	0.00236281	0.0553109	0.00780413	0.266247	0.0737274	0.0092562	0.0545172	0.0374517	0.128314	0.0322236	0.4395489	1.560451	0.168394	0.419448	0.762575	1.31135	2.38409	5.93845	1.28811	3.55012	0.248845	0.0260853	0.0384226	0.00680017	0.0347454	0.0589865	0.00835563	0.0472834	0.0798901	0.0427508	0.0293523	0.0177734	0.00547646	0.0266039	0.00496235	0.00600025	0.0132188	0.0111478	0.00436564	0.00102321	0.0239522	0.00337955	0.115297	0.0319273	0.00400836	0.0236085	0.0162183	0.0555657	0.0139543	0.510529	0.489471	0.5105291	2.309223
576	-566.735	-594.6894	27.95438	0.635153	0.154667	0.069911	0.0353237	0.0085283	0.220113	0.206054	0.12498	0.205924	0.103353	0.0854636	0.00369309	0.0335323	0.0637729	0.0365683	0.00934025	0.107733	0.0408277	0.0180188	0.0396022	0.0846772	0.0990696	0.0321842	0.036675	0.20161	0.277737	0.133055	0.00412538	0.145475	0.7114041	1.288596	0.325712	0.578639	0.843093	1.18611	1.72819	3.07019	0.8110958	1.811342	0.197426	0.0480756	0.0217306	0.0109797	0.00265087	0.0684182	0.0640483	0.0388478	0.0640079	0.0321254	0.0265649	0.00114793	0.0104229	0.0198227	0.0113666	0.00290325	0.0334868	0.0126906	0.00560082	0.0123097	0.0263204	0.030794	0.0100039	0.0113998	0.0626669	0.0863298	0.0413578	0.0012823	0.0452183	0.543977	0.456023	0.5439766	3.217168
612	-566.0246	-595.4896	29.46494	0.304487	0.0145549	0.0220355	0.0239006	0.0663771	0.0538455	0.0628728	0.0432196	0.134016	0.00571694	0.0313264	0.00120079	0.0166624	0.0230355	0.00765186	0.00157408	0.0116446	0.0205893	0.029201	0.0220247	0.00868182	0.137104	0.0427369	0.0775102	0.0260546	0.0268819	0.010999	0.00187613	0.037985	0.4395697	1.56043	0.136274	0.378313	0.73841	1.35426	2.64331	7.33815	1.441139	3.549904	0.240556	0.0114989	0.0174088	0.0188823	0.0524403	0.0425399	0.0496718	0.034145	0.105877	0.00451659	0.024749	0.000948671	0.0131639	0.0181989	0.00604524	0.00124358	0.00919966	0.0162663	0.0230698	0.0174003	0.00685895	0.108317	0.0337637	0.0612358	0.0205841	0.0212376	0.00868964	0.00148221	0.0300095	0.651455	0.348545	0.6514552	1.265765
648	-574.2269	-604.0716	29.84472	0.18153	0.00902692	0.0264143	0.0226548	0.00463948	0.0236947	0.0449199	0.0663407	0.061614	0.0250092	0.043189	0.00102125	0.00512375	0.01273	0.00579021	0.00488685	0.00923511	0.14556	0.0203429	0.0117401	0.0217154	0.0142457	0.00796769	0.018098	0.0228311	0.0128238	0.00301958	0.00551901	0.0113779	0.5723055	1.427694	0.0674809	0.268527	0.663521	1.50711	3.72402	14.819	1.949329	2.494637	0.215322	0.0107073	0.0313314	0.0268721	0.00550313	0.0281056	0.0532818	0.0786902	0.0730837	0.0296648	0.0512287	0.00121136	0.00607755	0.0150998	0.00686807	0.00579656	0.0109543	0.172657	0.0241298	0.0139255	0.0257578	0.0168975	0.0094509	0.021467	0.0270812	0.015211	0.00358168	0.00654639	0.0134959	0.548821	0.451179	0.5488212	0.8430613
684	-578.938	-607.3879	28.44984	0.263694	0.0249959	0.0378193	0.0254628	0.108319	0.0292921	0.121784	0.060511	0.0908399	0.0929823	0.0303008	0.0156989	0.0324008	0.0305715	0.0326416	0.00488078	0.0449701	0.0405335	0.0447089	0.0017853	0.00959866	0.129917	0.0302283	0.316169	0.177419	0.0513987	0.0136737	0.0131644	0.00427011	0.5997478	1.400252	0.0509079	0.234043	0.63567	1.57314	4.27272	19.6433	2.153109	2.334735	0.14026	0.0132955	0.0201163	0.0135438	0.0576155	0.0155807	0.0647778	0.0321861	0.0483182	0.0494578	0.0161172	0.00835034	0.0172342	0.0162612	0.0173623	0.00259612	0.0239198	0.02156	0.0237809	0.00094961	0.00510558	0.0691036	0.0160786	0.168172	0.0943704	0.0273393	0.00727314	0.00700221	0.0022713	0.482914	0.517086	0.482914	1.880033
720	-564.464	-593.8635	29.3995	0.418609	0.022721	0.0448098	0.0156149	0.0244193	0.146821	0.0414741	0.0520433	0.188157	0.0370075	0.0563581	0.00509896	0.0110871	0.0425384	0.0144341	0.00093316	0.0280423	0.149061	0.000834364	0.00780802	0.0653985	0.0242604	0.0265523	0.0719847	0.073701	0.0246897	0.0374565	0.00422224	0.0131044	0.5750779	1.424922	0.132483	0.373143	0.735247	1.36009	2.67994	7.54813	1.461539	2.47779	0.253819	0.0137766	0.02717	0.00946791	0.0148064	0.0890231	0.0251474	0.0315559	0.114087	0.0224391	0.0341721	0.0030917	0.00672255	0.0257927	0.00875194	0.000565812	0.0170031	0.0903818	0.000505907	0.00473431	0.0396536	0.01471	0.0160997	0.0436471	0.0446878	0.0149703	0.0227114	0.00256011	0.00794568	0.563825	0.436175	0.5638252	1.649242
756	-566.184	-594.8221	28.63807	0.845127	0.0543845	0.0593216	0.0479658	0.0337828	0.159989	0.18764	0.210588	0.173745	0.0346077	0.0538048	0.00189617	0.00572812	0.0147022	0.05881	0.00205581	0.0236869	0.274175	0.00723614	0.0849186	0.0857428	0.183191	0.0135726	0.126691	0.128099	0.030195	0.0299106	0.0121	0.00263729	0.8687002	1.1313	0.270082	0.528127	0.819407	1.22039	1.89348	3.70258	0.9465194	1.30229	0.286843	0.0184585	0.0201342	0.01628	0.0114662	0.0543016	0.0636864	0.0714753	0.0589705	0.0117461	0.0182618	0.000643574	0.00194417	0.00499003	0.0199606	0.00069776	0.00803952	0.0930573	0.00245601	0.0288221	0.0291018	0.0621765	0.00460667	0.0430001	0.0434779	0.0102484	0.0101519	0.00410684	0.000895119	0.48285	0.51715	0.4828502	2.946305
792	-569.7483	-599.7844	30.03608	0.362778	0.00821614	0.0285213	0.0102601	0.0494108	0.0197686	0.0341558	0.0097626	0.114666	0.0489379	0.0249942	0.0165807	0.00825377	0.00757037	0.0106938	0.00923001	0.0815167	0.000118654	0.137578	0.00424236	0.000162686	0.0523336	0.00497134	0.0659214	0.0646767	0.0200646	0.0164253	0.0486838	0.0161825	0.8439627	1.156037	0.0631499	0.259979	0.656858	1.5224	3.84646	15.8353	1.997293	1.369773	0.284158	0.00643556	0.0223402	0.00803656	0.0387027	0.0154844	0.0267536	0.00764688	0.0898161	0.0383322	0.0195776	0.0129873	0.00646504	0.00592974	0.00837631	0.00722971	0.0638506	9.294e-05	0.107763	0.00332297	0.000127429	0.040992	0.00389396	0.0516351	0.0506602	0.0157163	0.0128657	0.0381332	0.0126755	0.437692	0.562308	0.4376921	1.276678
828	-581.6789	-612.151	30.47211	0.144805	0.0518165	0.0160182	0.0278732	0.0276385	0.0352134	0.147944	0.0657858	0.0632317	0.0567175	0.0539527	0.012713	0.0139051	0.0271836	0.0334581	0.0166337	0.112454	0.0572018	0.0657049	0.0182263	0.00642297	0.0102053	0.00350195	0.059396	0.0112163	0.000760284	0.00685182	0.0648689	0.024216	0.685779	1.314221	0.181471	0.43503	0.771302	1.29651	2.29869	5.51051	1.234031	1.916392	0.117164	0.0419256	0.0129606	0.0225526	0.0223627	0.0284918	0.119704	0.0532283	0.0511618	0.045891	0.043654	0.0102863	0.0112509	0.0219947	0.0270715	0.0134586	0.0909881	0.0462829	0.0531629	0.0147472	0.00519692	0.00825729	0.00283349	0.0480583	0.00907528	0.000615158	0.00554392	0.0524864	0.0195936	0.351238	0.648762	0.3512384	1.235917
864	-569.7723	-598.602	28.82963	0.230449	0.0494524	0.0758846	0.0168233	0.0300666	0.112213	0.00742105	0.156878	0.191492	0.185815	0.11568	0.0164558	0.019613	0.0260865	0.0155201	0.00250375	0.0787026	0.303229	0.033526	0.0913929	0.0900082	0.0646527	0.0103545	0.00285696	0.0134434	0.0577139	0.0064665	0.0510884	0.0241002	0.5841189	1.415881	0.138581	0.381422	0.740298	1.35081	2.62177	7.21602	1.429003	2.423961	0.110799	0.0237764	0.0364849	0.00808855	0.0144559	0.0539517	0.003568	0.0754262	0.0920683	0.0893387	0.0556182	0.00791187	0.00942983	0.0125423	0.00746199	0.00120379	0.0378398	0.145791	0.0161191	0.0439412	0.0432755	0.0310847	0.00497839	0.00137361	0.0064635	0.0277486	0.00310906	0.024563	0.0115872	0.671258	0.328742	0.6712582	2.079889
900	-572.1757	-602.1787	30.00298	0.0897619	0.0135905	0.0021895	0.00157304	0.00623734	0.0318952	0.00478655	0.0492881	0.0393119	0.0101206	0.0181342	0.00609409	0.00205946	0.0221339	0.0240328	0.00107244	0.0197702	0.0365206	0.00398311	0.00263472	0.0225869	0.0050501	0.00179902	0.00277774	0.0140347	0.00524132	0.0046209	0.0273522	0.0163882	0.6469654	1.353035	0.0499362	0.231854	0.633809	1.57776	4.31307	20.0255	2.167044	2.091355	0.18506	0.0280193	0.00451405	0.0032431	0.0128594	0.0657576	0.00986833	0.101616	0.0810485	0.0208654	0.037387	0.0125641	0.00424594	0.045633	0.049548	0.00221103	0.0407599	0.0752938	0.0082119	0.00543195	0.046567	0.0104117	0.00370899	0.00572681	0.028935	0.0108059	0.00952682	0.0563915	0.0337873	0.597803	0.402197	0.5978028	0.4850413
936	-574.2413	-603.6863	29.44501	0.302552	0.0798264	0.0917931	0.00133773	0.0556764	0.104433	0.0667347	0.105006	0.342107	0.162982	0.0374066	0.0087003	0.0037466	0.0697986	0.0423151	0.000196783	0.254258	0.0087939	0.152569	0.0451665	0.0338584	0.0613679	0.0222363	0.105411	0.116788	0.00916052	0.051007	0.0398652	0.0165803	0.8348661	1.165134	0.262932	0.521262	0.816069	1.22539	1.91842	3.80326	0.9659183	1.395594	0.126502	0.0333768	0.0383803	0.000559327	0.0232792	0.0436653	0.0279029	0.0439048	0.143041	0.0681455	0.0156404	0.00363774	0.00156652	0.029184	0.0176927	8.22782e-05	0.10631	0.00367688	0.0637919	0.0188849	0.0141568	0.0256589	0.00929736	0.044074	0.0488311	0.00383017	0.0213269	0.0166683	0.00693252	0.438289	0.561711	0.4382892	2.391675
972	-571.7097	-598.5943	26.88461	0.665097	0.219927	0.0249971	0.0431078	0.0990826	0.246835	0.0913107	0.339223	0.178205	0.127504	0.154569	0.0152829	0.0166998	0.0292464	0.075191	9.36853e-05	0.233204	0.175411	0.426717	0.0531246	0.0381588	0.105019	0.118327	0.0307906	0.375767	0.0284427	0.03466	0.0450586	0.00676004	0.8170186	1.182981	0.336403	0.587826	0.847246	1.18029	1.70118	2.97262	0.7877436	1.447925	0.166365	0.0550119	0.0062527	0.0107829	0.0247842	0.0617425	0.0228402	0.0848521	0.0445756	0.0318935	0.0386635	0.00382282	0.00417722	0.0073156	0.018808	2.34341e-05	0.0583329	0.0438768	0.106738	0.0132884	0.00954491	0.0262691	0.0295979	0.00770186	0.0939931	0.00711457	0.00866975	0.0112708	0.00169094	0.738422	0.261578	0.7384218	3.997812
1008	-571.8088	-600.4004	28.59161	0.450054	0.102153	0.130317	0.036876	0.0940194	0.183045	0.028876	0.301075	0.302733	0.145552	0.0354671	0.0178007	0.0252252	0.0190123	0.0296298	0.0740967	0.0195895	0.0191966	0.038026	0.0808459	0.0167218	0.267554	0.107587	0.0560501	0.0116669	0.114544	0.00993967	0.0913827	0.0512257	0.8404479	1.159552	0.226595	0.484791	0.797809	1.25343	2.06275	4.41315	1.07346	1.379684	0.157347	0.0357147	0.0455612	0.0128925	0.0328709	0.063996	0.0100956	0.105261	0.105841	0.0508875	0.0123999	0.00622346	0.00881919	0.00664706	0.0103591	0.0259055	0.00684883	0.00671149	0.0132946	0.0282652	0.00584625	0.0935419	0.0376145	0.0195961	0.00407895	0.0400465	0.00347509	0.0319491	0.0179094	0.689855	0.310145	0.6898546	2.860263
