Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
3168	-565.9298	-594.7749	28.84515	0.344079	0.0517032	0.0541583	0.0257848	0.0654406	0.0458103	0.0320127	0.199147	0.126989	0.0983715	0.0405093	0.000429365	0.0115254	0.03169	0.00261096	0.0194583	0.0386374	0.00763538	0.0701205	0.0352302	0.305939	0.081829	0.0441586	0.0800932	0.0438749	0.00771255	0.00355395	0.0262669	0.0217452	0.6030155	1.396984	0.0935077	0.314833	0.697285	1.43413	3.17629	10.6943	1.713464	2.316664	0.179533	0.0269777	0.0282587	0.013454	0.0341456	0.0239029	0.0167036	0.103911	0.0662605	0.0513282	0.0211369	0.000224034	0.00601372	0.0165352	0.00136235	0.010153	0.0201602	0.00398399	0.0365875	0.0183824	0.159633	0.0426967	0.0230411	0.041791	0.022893	0.00402425	0.00185438	0.0137055	0.0113462	0.51768	0.48232	0.5176797	1.916517
3204	-573.1931	-602.3874	29.1943	0.258654	0.0565961	0.0164165	0.0300384	0.0527334	0.0286321	0.087821	0.102349	0.202079	0.0671867	0.0761225	0.00977466	0.0111513	0.0265215	0.0260443	0.0178343	0.053057	0.132269	0.0103498	0.0608531	0.0665619	0.398909	0.143571	0.0191179	0.0217415	0.0212555	0.0122326	0.00808826	0.0492947	0.772987	1.227013	0.112754	0.344923	0.717427	1.39387	2.8992	8.86886	1.578131	1.587365	0.125119	0.0273774	0.00794118	0.0145306	0.0255089	0.0138503	0.0424819	0.0495093	0.0977525	0.0325004	0.0368229	0.00472832	0.00539426	0.0128293	0.0125985	0.00862706	0.0256654	0.0639831	0.00500654	0.0294367	0.0321982	0.192965	0.0694501	0.00924796	0.0105171	0.010282	0.0059173	0.00391256	0.0238455	0.819374	0.180626	0.8193739	2.067257
3240	-567.2634	-593.3394	26.07602	0.8309	0.129503	0.173093	0.031124	0.0959446	0.231493	0.276314	0.0905454	0.305221	0.0868065	0.0967414	0.00855054	0.0709762	0.0471364	0.0759309	0.0049116	0.0481271	0.0630197	0.139771	0.10233	0.194405	0.061417	0.293358	0.505924	0.0376059	0.3367	0.0913484	0.0481992	0.03062	0.7807315	1.219268	0.428557	0.6615	0.87904	1.1376	1.51172	2.33341	0.6126789	1.5617	0.184316	0.0287272	0.0383966	0.00690415	0.0212831	0.0513514	0.061294	0.0200854	0.0677063	0.019256	0.0214599	0.00189674	0.0157444	0.0104561	0.0168435	0.00108953	0.0106759	0.0139795	0.031005	0.0226996	0.0431244	0.0136239	0.0650746	0.112228	0.008342	0.0746892	0.0202635	0.0106919	0.00679234	0.43656	0.56344	0.4365601	4.508017
3276	-573.5967	-599.2022	25.60552	0.977743	0.184959	0.0139444	0.0771318	0.0124393	0.196129	0.159706	0.171057	0.374834	0.0800541	0.159023	0.0163902	0.0123515	0.0314874	0.11393	0.0283304	0.0751038	0.282145	0.164591	0.0371371	0.161925	0.0659189	0.318777	0.336378	0.0201669	0.472316	0.0118026	0.0561076	0.164638	0.754255	1.245745	0.472944	0.694071	0.892321	1.12067	1.44077	2.11441	0.5414178	1.651623	0.204698	0.0387226	0.00291937	0.0161481	0.00260427	0.041061	0.0334356	0.035812	0.0784744	0.0167599	0.0332927	0.00343142	0.00258587	0.00659212	0.023852	0.00593118	0.0157235	0.0590692	0.0344584	0.00777494	0.0339002	0.0138006	0.0667383	0.0704232	0.0042221	0.098883	0.00247097	0.0117466	0.0344682	0.573753	0.426247	0.5737531	4.776516
3312	-575.238	-604.1945	28.9565	0.12355	0.231177	0.0336818	0.0309546	0.14996	0.139776	0.190254	0.199047	0.255126	0.165766	0.105191	0.00152944	0.0166808	0.0210826	0.0127239	0.0186929	0.0149582	0.123021	0.0412062	0.0688093	0.103287	0.0441504	0.0865978	0.119845	0.0169158	0.220953	0.00118622	0.00917945	0.0242172	0.8290929	1.170907	0.201711	0.458052	0.783812	1.27582	2.18316	4.95758	1.157574	1.412275	0.048083	0.0899688	0.0131082	0.0120468	0.058361	0.0543977	0.0740428	0.0774647	0.0992896	0.0645123	0.0409381	0.000595225	0.00649178	0.00820486	0.00495186	0.00727485	0.00582141	0.047877	0.0160366	0.026779	0.040197	0.0171824	0.0337019	0.0466409	0.00658327	0.08599	0.000461649	0.00357244	0.00942482	0.684169	0.315831	0.6841691	2.569519
3348	-566.2626	-594.8867	28.62418	0.348622	0.0912119	0.0207054	0.0354679	0.053277	0.0274366	0.0666384	0.141184	0.480359	0.141922	0.0693431	0.00291774	0.0112315	0.0355489	0.00842189	0.00883688	0.0260261	0.0716269	0.0244475	0.196287	0.0161373	0.0229694	0.137081	0.465001	0.0329906	0.277175	0.0338012	0.0133425	0.03093	0.8974518	1.102548	0.214272	0.471748	0.791049	1.26414	2.11978	4.66697	1.113894	1.228532	0.120591	0.031551	0.00716218	0.0122687	0.0184289	0.00949056	0.0230508	0.0488369	0.16616	0.049092	0.0239864	0.00100927	0.00388507	0.0122967	0.0029132	0.00305675	0.00900265	0.0247763	0.00845658	0.0678972	0.00558202	0.00794531	0.0474174	0.160848	0.0114117	0.095877	0.0116921	0.0046153	0.0106989	0.47731	0.52269	0.4773104	2.890939
3384	-570.8749	-600.2176	29.34263	0.30584	0.0126111	0.0777931	0.0290063	0.0398729	0.141845	0.00349513	0.161103	0.249833	0.0433168	0.0476869	0.0250015	0.00403171	0.00853103	0.0218435	0.00403885	0.0100818	0.0864608	0.00121211	0.0615311	0.0101238	0.0246425	0.0742877	0.175592	0.00649362	0.0911221	0.00319897	0.00876198	0.0224349	0.8525221	1.147478	0.0566558	0.246578	0.646102	1.54774	4.05551	17.6504	2.075758	1.34598	0.174587	0.00719899	0.0444077	0.016558	0.0227612	0.080971	0.00199517	0.0919648	0.142616	0.0247271	0.0272218	0.0142719	0.00230148	0.00486988	0.0124692	0.00230555	0.00575513	0.0493556	0.000691924	0.0351247	0.00577912	0.014067	0.0424066	0.100236	0.00370684	0.0520165	0.00182611	0.00500172	0.0128068	0.629537	0.370463	0.6295368	1.751793
3420	-575.4511	-605.3957	29.94461	0.339567	0.0297375	0.0486388	0.00193356	0.0977605	0.0281244	0.000222013	0.111498	0.107953	0.0433304	0.0493201	0.00312998	0.00928218	0.00167675	0.00656593	0.00506196	0.0219865	0.0074723	0.0226576	0.0736531	0.0296882	0.0198461	0.0578827	0.0325529	0.00716794	0.140156	0.00621364	0.00703731	0.0114499	0.590285	1.409715	0.145193	0.390193	0.745567	1.34126	2.56284	6.88737	1.395299	2.388194	0.256943	0.0225017	0.036804	0.00146308	0.0739733	0.0212811	0.000167992	0.0843679	0.0816854	0.0327872	0.0373195	0.00236839	0.00702363	0.00126876	0.0049683	0.00383028	0.0166367	0.00565413	0.0171445	0.0557317	0.0224644	0.0150171	0.0437986	0.0246321	0.00542383	0.106053	0.00470173	0.00532498	0.00866392	0.757436	0.242564	0.7574364	1.321565
3456	-566.6265	-594.6606	28.03411	0.506236	0.0434641	0.0763132	0.00835822	0.0592781	0.0398647	0.00130446	0.201567	0.276403	0.0786977	0.0886902	0.0190866	0.0353316	0.0357093	0.0278395	0.0155785	0.061044	0.0423604	0.00418555	0.0436878	0.064371	0.0313838	0.0760139	0.0382296	0.0104661	0.054956	0.276248	0.0198812	0.0413058	0.4299534	1.570047	0.144644	0.389472	0.745137	1.34203	2.56758	6.91352	1.398039	3.651667	0.222242	0.0190812	0.0335022	0.00366934	0.0260236	0.017501	0.000572669	0.0884896	0.121343	0.034549	0.0389359	0.00837922	0.0155109	0.0156767	0.0122218	0.00683909	0.0267989	0.0185966	0.0018375	0.0191794	0.0282595	0.0137778	0.0333708	0.0167832	0.00459474	0.0241262	0.121276	0.00872806	0.0181336	0.787845	0.212155	0.7878447	2.277855
3492	-576.8638	-603.9055	27.04176	0.60177	0.00681865	0.218619	0.0015434	0.471666	0.139809	0.138868	0.26944	0.299101	0.267301	0.15653	0.0120179	0.0301061	0.0333884	0.0634962	0.06965	0.0104241	0.0743555	0.0285125	0.0273305	0.193014	0.0302065	0.351225	0.0899856	0.0039722	0.0301479	0.171395	0.00253728	0.119115	0.7447841	1.255216	0.429462	0.66218	0.879322	1.13724	1.51016	2.3285	0.6111544	1.685342	0.153813	0.00174285	0.0558794	0.000394495	0.120558	0.0357353	0.0354948	0.0688691	0.0764507	0.0683225	0.0400092	0.00307179	0.00769515	0.00853413	0.0162297	0.0178026	0.00266442	0.0190054	0.00728782	0.00698571	0.0493347	0.00772081	0.0897734	0.0230004	0.0010153	0.00770585	0.0438086	0.000648532	0.0304458	0.593735	0.406265	0.5937346	3.912344
3528	-576.5548	-606.2791	29.72433	0.154015	0.0343063	0.0384688	0.0131202	0.0172736	0.0838295	0.0579245	0.0526138	0.0524604	0.0268695	0.0169847	0.00373593	0.00465675	0.00968201	0.0131467	0.00180618	0.0225429	0.0381556	0.0266933	0.0419052	0.00132482	0.0314763	0.0152087	0.221913	0.00816976	0.00236116	0.0163613	0.0186802	0.00502504	0.5711417	1.428858	0.0730607	0.279136	0.671591	1.489	3.58248	13.6872	1.891884	2.501758	0.149426	0.0332841	0.0373226	0.0127293	0.0167589	0.0813317	0.0561985	0.051046	0.0508972	0.0260689	0.0164786	0.00362461	0.00451799	0.00939351	0.012755	0.00175236	0.0218712	0.0370187	0.0258979	0.0406566	0.00128534	0.0305384	0.0147555	0.215301	0.00792633	0.00229081	0.0158738	0.0181236	0.00487531	0.636707	0.363293	0.6367075	1.030712
3564	-561.1726	-590.9113	29.73871	0.463274	0.0302265	0.0154114	0.0323041	0.041109	0.135389	0.0264584	0.0995304	0.113914	0.0157475	0.0437633	0.008513	0.0160331	0.0219021	0.0104026	0.00125708	0.0155113	0.0155508	0.00739317	0.0247259	0.0417346	0.00281433	0.155392	0.0149897	0.0234018	0.0162246	0.0250272	0.0459787	0.00164603	0.6184388	1.381561	0.126093	0.364254	0.729737	1.37036	2.74533	7.93065	1.497284	2.23395	0.316093	0.0206236	0.0105153	0.0220412	0.0280488	0.0923762	0.0180527	0.0679098	0.0777238	0.0107445	0.0298598	0.00580845	0.0109394	0.0149439	0.00709775	0.000857709	0.0105834	0.0106103	0.00504438	0.0168706	0.0284756	0.00192023	0.106025	0.0102275	0.0159671	0.0110701	0.0170762	0.0313714	0.00112309	0.536582	0.463418	0.5365817	1.465625
3600	-569.6642	-598.2547	28.59046	0.330503	0.0800947	0.0536921	0.0498234	0.0765123	0.189613	0.17711	0.352534	0.106373	0.130968	0.0947425	0.00743713	0.0482552	0.0387702	0.0230357	0.0345883	0.00218211	0.0610013	0.00193909	0.130752	0.0312578	0.0386665	0.0211595	0.306697	0.0567576	0.0383126	0.0188193	0.0380267	0.0415255	0.7100795	1.289921	0.184144	0.438143	0.77302	1.29363	2.28236	5.43053	1.223459	1.816586	0.128045	0.0310306	0.0208016	0.0193028	0.0296427	0.0734608	0.0686168	0.13658	0.0412115	0.0507401	0.0367056	0.00288133	0.0186952	0.0150205	0.00892458	0.0134004	0.000845404	0.0236334	0.00075125	0.0506566	0.01211	0.0149804	0.00819771	0.118822	0.0219893	0.0148432	0.00729106	0.0147325	0.016088	0.611223	0.388777	0.6112227	2.581149
3636	-574.655	-598.5582	23.90324	1.73463	0.151154	0.0800127	0.108679	0.114904	0.214663	0.0382413	0.0207251	0.198593	0.71917	0.103936	0.0181984	0.0470373	0.046699	0.0237759	0.00936901	0.0144326	0.247856	0.0245515	0.0940915	0.0159883	0.22085	0.0913545	0.558774	0.0308567	0.153006	0.0281249	0.0923559	0.373797	0.7075807	1.292419	0.387638	0.629904	0.86572	1.15511	1.58754	2.57973	0.6852409	1.826533	0.311099	0.0271088	0.0143499	0.0194911	0.0206075	0.0384989	0.0068584	0.00371696	0.0356167	0.12898	0.0186405	0.0032638	0.00843592	0.00837526	0.00426409	0.00168029	0.00258842	0.0444518	0.00440321	0.0168749	0.00286742	0.0396085	0.016384	0.100214	0.00553401	0.0274409	0.00504407	0.0165636	0.0670387	0.390151	0.609849	0.3901506	5.575832
3672	-571.7002	-600.4026	28.70245	0.489542	0.092437	0.029282	0.167394	0.159756	0.108065	0.143701	0.0761186	0.107252	0.103268	0.0747462	0.00302566	0.0410308	0.0520667	0.0285494	0.022873	0.00213373	0.0353175	0.00512969	0.0288734	0.0190975	0.0720855	0.0603928	0.179161	0.0213567	0.0914342	0.00813523	0.13679	0.12238	0.7284312	1.271569	0.161763	0.411309	0.757927	1.31939	2.43126	6.18188	1.317159	1.745626	0.197285	0.037252	0.0118006	0.0674597	0.0643814	0.0435501	0.0579115	0.0306757	0.0432225	0.041617	0.0301226	0.00121934	0.0165354	0.0209828	0.0115054	0.00921779	0.000859892	0.0142329	0.00206726	0.0116359	0.00769628	0.0290504	0.0243382	0.0722018	0.00860673	0.0368479	0.00327849	0.0551263	0.0493191	0.613271	0.386729	0.613271	2.481395
3708	-562.4281	-589.2147	26.78667	0.984534	0.0792817	0.0188411	0.0352999	0.0485491	0.195106	0.260898	0.0688182	0.104491	0.123737	0.0658	0.00040549	0.0428694	0.0253366	0.0405801	0.00152381	0.00205405	0.109044	0.00558766	0.133434	0.117009	0.160824	0.0178376	0.213544	0.0277999	0.0322152	0.0290186	0.20699	0.345496	0.6225848	1.377415	0.173156	0.42519	0.765817	1.3058	2.35189	5.77515	1.267948	2.212414	0.281543	0.0226718	0.00538791	0.0100946	0.0138834	0.0557936	0.0746077	0.0196796	0.0298809	0.0353845	0.0188165	0.000115956	0.0122592	0.00724539	0.0116045	0.000435757	0.000587389	0.0311829	0.00159788	0.0381574	0.0334605	0.0459902	0.00510095	0.0610662	0.00794982	0.00921244	0.00829831	0.0591919	0.0988	0.583079	0.416921	0.5830793	3.496926
3744	-569.443	-595.9531	26.51016	0.499494	0.142873	0.123283	0.00393824	0.0488709	0.248038	0.1321	0.124044	0.336783	0.20066	0.12572	0.000131788	0.0159841	0.0579993	0.0177583	0.0336303	0.0109778	0.11958	0.00176991	0.231331	0.0226127	0.196728	0.0584253	0.398351	0.027064	0.0275104	0.0099299	0.251273	0.297887	0.607516	1.392484	0.237311	0.495839	0.803437	1.24465	2.01678	4.21388	1.04005	2.292094	0.132677	0.0379503	0.0327466	0.00104608	0.0129812	0.0658844	0.0350888	0.0329489	0.089457	0.0532997	0.0333939	3.50058e-05	0.00424572	0.0154059	0.00471699	0.00893294	0.00291594	0.0317631	0.000470128	0.0614467	0.00600643	0.0522554	0.015519	0.105811	0.0071888	0.00730737	0.0026376	0.0667436	0.0791253	0.774991	0.225009	0.7749906	3.764748
3780	-572.0795	-601.0258	28.94632	0.206794	0.0280906	0.111443	0.0101233	0.0594377	0.0378989	0.120735	0.154936	0.17679	0.0452245	0.087226	8.41299e-05	0.0164993	0.0325876	0.0178231	0.00522181	0.002351	0.0521292	0.0117986	0.201428	0.025536	0.101559	0.017004	0.158735	0.0169789	0.0721043	0.0123954	0.0772387	0.131114	0.7000245	1.299975	0.0873768	0.30459	0.690127	1.44901	3.2831	11.4447	1.762499	1.857043	0.103849	0.0141068	0.0559651	0.00508379	0.0298489	0.0190324	0.0606314	0.0778071	0.0887818	0.0227112	0.0438038	4.2249e-05	0.00828575	0.0163651	0.00895052	0.00262233	0.00118064	0.0261786	0.00592511	0.101155	0.0128239	0.0510019	0.00853918	0.0797147	0.00852659	0.0362099	0.00622482	0.0387883	0.0658439	0.760407	0.239593	0.760407	1.991288
3816	-577.6053	-607.1428	29.53757	0.208251	0.0157767	0.0371806	0.00945568	0.01596	0.0628357	0.0891964	0.0577366	0.119708	0.0636572	0.0443645	0.00347373	0.00812958	0.044772	0.0104247	0.014599	0.019594	0.0233703	0.0320854	0.0436597	0.0635266	0.0543957	0.0195345	0.0460933	0.0229817	0.0248554	0.00565786	0.0232682	0.311642	0.7184736	1.281526	0.0700864	0.273535	0.667357	1.49845	3.65584	14.2681	1.921936	1.783679	0.139188	0.0105446	0.0248503	0.00631986	0.0106672	0.0419972	0.0596159	0.0385892	0.0800085	0.0425463	0.0296517	0.00232172	0.00543354	0.0299241	0.00696754	0.00975747	0.013096	0.0156199	0.0214448	0.0291807	0.0424591	0.0363562	0.0130562	0.0308072	0.0153602	0.0166125	0.00378152	0.0155517	0.208291	0.746234	0.253766	0.7462338	1.496185
3852	-571.4293	-600.8371	29.40779	0.405736	0.0309103	0.0440316	0.0253307	0.0538135	0.0989656	0.038137	0.114514	0.0837484	0.0350385	0.0303003	0.000867695	0.0270141	0.00822051	0.00718285	0.00343515	0.0497087	0.000478366	0.0286503	0.0113005	0.0662554	0.0264854	0.0118983	0.0153756	0.00813075	0.0383153	0.250816	0.00670132	0.00723213	0.5001262	1.499874	0.148338	0.394291	0.748002	1.3369	2.53619	6.74137	1.379806	2.998991	0.265431	0.0202214	0.0288053	0.0165712	0.0352046	0.0647429	0.0249491	0.0749144	0.0547879	0.0229221	0.0198223	0.000567643	0.0176725	0.00537782	0.00469899	0.00224726	0.0325192	0.000312945	0.0187429	0.00739275	0.043344	0.0173266	0.00778385	0.0100587	0.0053191	0.0250657	0.164083	0.00438397	0.00473123	0.271385	0.728615	0.2713854	1.528593
3888	-576.7855	-604.0486	27.26312	0.506672	0.19067	0.0291128	0.0155119	0.152309	0.0334598	0.14237	0.0761672	0.246307	0.167748	0.120908	0.000886877	0.0157389	0.0225761	0.0642022	0.00253442	0.105589	0.0111175	0.110645	0.031187	0.0365924	0.0600307	0.0284738	0.0293108	0.0253198	0.0703775	0.593178	0.00313647	0.120337	0.4464281	1.553572	0.23642	0.49493	0.802977	1.24537	2.02049	4.22977	1.042771	3.480005	0.168191	0.0632935	0.0096641	0.00514925	0.0505596	0.0111071	0.0472603	0.025284	0.0817625	0.0556844	0.0401358	0.000294402	0.00522458	0.00749421	0.0213121	0.000841309	0.0350508	0.00369048	0.0367289	0.0103527	0.012147	0.0199274	0.00945198	0.00972981	0.00840501	0.0233621	0.196908	0.00104116	0.0399464	0.450989	0.549011	0.4509889	3.012469
3924	-579.6142	-607.0464	27.43212	0.364296	0.112783	0.0958945	0.0409132	0.214363	0.206359	0.0527784	0.414367	0.0439019	0.0766487	0.0914016	0.0086349	0.0294452	0.0290868	0.123536	0.00336279	0.012869	0.0700536	0.0194846	0.0436881	0.0490436	0.0371778	0.151179	0.0242332	0.0238254	0.121708	0.284247	0.00603708	0.444227	0.5842408	1.415759	0.242302	0.500898	0.805986	1.24072	1.99641	4.12708	1.025001	2.423246	0.114001	0.0352939	0.0300088	0.0128032	0.0670818	0.0645772	0.0165162	0.12967	0.0137385	0.0239861	0.0286028	0.00270217	0.00921445	0.00910231	0.0386588	0.00105234	0.00402717	0.0219223	0.00609744	0.0136716	0.0153475	0.0116343	0.0473092	0.00758343	0.00745581	0.0380867	0.0889512	0.00188922	0.139015	0.312333	0.687667	0.312333	3.195545
3960	-569.7783	-595.6035	25.82524	0.846772	0.0587263	0.224839	0.00610864	0.0913135	0.256689	0.249159	0.298119	0.349654	0.186758	0.1043	0.0116712	0.028653	0.105918	0.164668	0.00116153	0.0293613	0.335308	0.0506792	0.00672544	0.137943	0.0625057	0.0983094	0.117462	0.0282397	0.0529345	0.088137	0.000256587	0.33132	0.6180001	1.382	0.342281	0.592813	0.849482	1.17719	1.68687	2.92157	0.7752184	2.236245	0.195845	0.0135824	0.0520017	0.00141283	0.0211193	0.0593681	0.0576264	0.06895	0.0808694	0.043194	0.0241228	0.00269936	0.00662697	0.0244972	0.0380851	0.000268642	0.00679079	0.0775513	0.0117213	0.00155548	0.0319039	0.0144566	0.0227374	0.0271671	0.00653139	0.0122429	0.0203847	5.93445e-05	0.0766289	0.546806	0.453194	0.5468059	4.323692
3996	-583.7683	-610.5179	26.74964	0.736114	0.120548	0.141703	0.0314012	0.189627	0.335116	0.299353	0.173459	0.42929	0.32941	0.1014	0.0983794	0.0502896	0.0333892	0.00049661	0.055684	0.0405888	0.28641	0.0377593	0.0359335	0.00592872	0.0986976	0.00311538	0.19185	0.132145	0.0822702	0.0170868	0.0216504	0.0114479	0.7330202	1.26698	0.45917	0.684138	0.888317	1.12572	1.46169	2.17784	0.5627903	1.728438	0.179955	0.0294699	0.0346416	0.00767654	0.0463574	0.0819245	0.0731817	0.0424049	0.104947	0.0805296	0.0247889	0.0240504	0.0122941	0.00816254	0.000121404	0.0136129	0.0099226	0.0700176	0.00923088	0.00878452	0.00144937	0.0241282	0.000761606	0.0469009	0.032305	0.0201123	0.00417714	0.00529278	0.00279863	0.589161	0.410839	0.5891609	4.090544
4032	-561.3541	-589.821	28.4669	0.649785	0.0343137	0.0757055	0.0520393	0.0312007	0.141556	0.0504302	0.167884	0.226626	0.0437658	0.0745863	0.00234073	0.0117752	0.0291603	0.0298591	0.0162671	0.06924	0.0055529	0.00236561	0.0172892	0.0160853	0.0471992	0.189157	0.124925	0.00371334	0.0601089	0.183091	0.0175287	0.162458	0.5847176	1.415282	0.2247	0.482809	0.79679	1.25504	2.07121	4.45037	1.079533	2.420455	0.256223	0.0135306	0.0298522	0.0205201	0.0123031	0.0558185	0.0198857	0.0662002	0.0893631	0.0172577	0.0294109	0.000922998	0.00464321	0.0114985	0.0117741	0.00641445	0.0273027	0.00218962	0.000932807	0.00681749	0.00634276	0.0186116	0.0745884	0.0492606	0.00146425	0.0237022	0.0721965	0.00691194	0.0640603	0.683686	0.316314	0.6836857	2.536009
4068	-562.9473	-591.7119	28.76458	0.435776	0.00278691	0.0904189	0.0416373	0.00841861	0.0738584	0.0815441	0.106659	0.248319	0.0580609	0.0724758	0.0116036	0.0146585	0.0199273	0.020771	0.0219656	0.064797	0.112236	0.0251174	0.00740387	0.0136091	0.0341968	0.0907632	0.2456	0.050427	0.118776	0.0857244	0.0114458	0.15752	0.5949928	1.405007	0.205324	0.462035	0.785931	1.27238	2.16434	4.87036	1.14474	2.361385	0.18731	0.0011979	0.0388648	0.017897	0.00361858	0.0317466	0.0350502	0.0458454	0.106735	0.0249563	0.0311523	0.00498759	0.00630067	0.00856536	0.008928	0.0094415	0.0278517	0.0482425	0.0107962	0.00318241	0.00584959	0.0146988	0.0390128	0.105566	0.0216751	0.0510534	0.036847	0.00491975	0.0677067	0.664122	0.335878	0.6641216	2.326498
4104	-561.7284	-589.9702	28.24184	0.620208	0.0907041	0.0385081	0.00190219	0.0389509	0.0202932	0.11802	0.140656	0.206614	0.0247115	0.0285818	0.00307864	0.0050869	0.0274776	0.01837	0.00649647	0.0404285	0.0567069	0.014629	0.0518891	0.0502468	0.0270097	0.0560707	0.122406	0.0170293	0.122999	0.0545115	0.00686112	0.367223	0.552502	1.447498	0.132887	0.373697	0.735587	1.35946	2.67596	7.5252	1.459339	2.619897	0.260847	0.0381483	0.0161957	0.000800022	0.016382	0.00853492	0.0496368	0.0591571	0.0868977	0.0103932	0.0120209	0.00129481	0.00213945	0.0115565	0.00772606	0.00273228	0.0170034	0.0238498	0.00615268	0.0218235	0.0211328	0.0113597	0.0235822	0.0514816	0.00716216	0.0517308	0.0229264	0.00288565	0.154446	0.548991	0.451009	0.5489913	2.377671
4140	-569.3951	-599.1158	29.72071	0.230461	0.0368463	0.0402884	0.0013219	0.0140082	0.0644364	0.0278621	0.0855088	0.120218	0.0784654	0.0247306	0.00921214	0.00873975	0.0157992	0.00841437	0.00412971	0.017226	0.0333116	0.00478301	0.0023029	0.0136608	0.0078292	0.0681927	0.0679724	0.00795134	0.0171318	0.0280399	0.0133221	0.0758923	0.5833011	1.416699	0.0798811	0.291554	0.680773	1.46892	3.42989	12.5186	1.827351	2.428761	0.204299	0.0326635	0.0357148	0.00117183	0.012418	0.0571215	0.0246992	0.0758018	0.10657	0.069558	0.0219232	0.00816637	0.0077476	0.0140057	0.00745917	0.00366091	0.0152705	0.0295301	0.00424004	0.00204147	0.01211	0.00694043	0.0604515	0.0602562	0.0070487	0.015187	0.0248568	0.0118098	0.067277	0.808841	0.191159	0.8088407	1.128058
4176	-571.3565	-601.1899	29.83336	0.44121	0.00225467	0.0768304	0.0431217	0.0504829	0.00219152	0.0622081	0.0676038	0.305057	0.0941527	0.0448657	0.00796431	0.0249565	0.03049	0.0187362	0.0187894	0.0334996	0.0996981	0.0309484	0.0122404	0.0255574	0.0353384	0.030815	0.217063	0.0458239	0.0031615	0.00720241	0.0252244	0.0546096	0.7846746	1.215325	0.190555	0.445517	0.777056	1.28691	2.24458	5.24782	1.198713	1.548827	0.230747	0.00117916	0.0401812	0.0225521	0.0264018	0.00114613	0.032534	0.0353558	0.159541	0.0492406	0.0234641	0.00416522	0.0130519	0.0159458	0.00979878	0.00982659	0.0175198	0.0521407	0.0161856	0.00640155	0.0133661	0.0184815	0.0161158	0.113521	0.0239653	0.00165342	0.00376676	0.013192	0.02856	0.504769	0.495231	0.504769	1.912098
4212	-572.4023	-599.8582	27.45584	0.832148	0.0567893	0.119849	0.093503	0.117749	0.0461676	0.0188747	0.244051	0.475293	0.134819	0.0702095	0.00237855	0.0113712	0.0231236	0.0358036	0.00564876	0.0740284	0.00527372	0.0269303	0.0578903	0.0377648	0.01246	0.0333338	0.0988699	0.230044	0.00493065	0.0526296	0.0706748	0.0412815	0.6623773	1.337623	0.127166	0.365763	0.730678	1.36859	2.73401	7.86374	1.491158	2.019427	0.274284	0.0187183	0.0395034	0.0308195	0.0388111	0.0152173	0.00622129	0.0804415	0.156661	0.0444376	0.0231418	0.000783995	0.00374806	0.00762176	0.0118012	0.00186189	0.0244005	0.00173827	0.00887648	0.0190812	0.0124476	0.00410695	0.0109872	0.0325885	0.0758249	0.00162519	0.0173472	0.0232951	0.0136068	0.493237	0.506763	0.4932366	3.033889
4248	-567.654	-597.8	30.146	0.224831	0.0357511	0.0459336	0.0194875	0.0451406	0.0215908	0.0588944	0.0777265	0.0641405	0.0322215	0.0436098	0.0139544	0.0078393	0.0138882	0.00184595	0.00876789	0.0135583	0.00252877	0.0337789	0.0238183	0.00610402	0.00537042	0.00647091	0.148761	0.0392996	0.142742	0.124973	0.022742	0.0264529	0.7414096	1.25859	0.108407	0.338372	0.713148	1.40223	2.95533	9.22453	1.606563	1.697564	0.171336	0.0272447	0.0350044	0.0148507	0.0344001	0.0164536	0.0448814	0.0592326	0.0488792	0.0245549	0.0332335	0.0106341	0.00597406	0.0105837	0.00140674	0.0066817	0.0103323	0.00192709	0.0257418	0.0181511	0.00465166	0.00409261	0.00493126	0.113366	0.0299489	0.108779	0.0952378	0.0173309	0.0201588	0.570647	0.429353	0.5706473	1.312223
