Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
10008	-572.3043	-602.8164	30.51208	0.25141	0.00758527	0.0303227	0.0154383	0.0284353	0.038639	0.0539673	0.0678395	0.0592672	0.00462343	0.0314215	0.0199036	0.00591893	0.0397614	0.027196	0.0127937	0.090455	0.0337455	0.123603	0.00814298	0.000131777	0.0723244	0.0225331	0.0185333	0.000676932	0.00374648	0.0103722	0.1015	0.0324157	1.001164	0.9988364	0.0695802	0.27257	0.666621	1.5001	3.66879	14.3719	1.927178	0.9976754	0.207313	0.00625484	0.0250042	0.0127305	0.0234478	0.0318619	0.0445016	0.0559407	0.0488719	0.0038125	0.0259103	0.0164126	0.00488077	0.0327874	0.022426	0.0105498	0.0745896	0.0278267	0.101923	0.00671473	0.000108664	0.059639	0.0185809	0.0152827	0.0005582	0.00308936	0.00855298	0.0836977	0.0267301	0.455195	0.544805	0.4551951	1.212703
10044	-572.6586	-603.1888	30.53019	0.211657	0.0181507	0.0139218	0.015628	0.069738	0.0226683	0.0388925	0.157269	0.0235649	0.073467	0.0514196	0.0184605	0.00414552	0.00538762	0.0137984	0.00580999	0.0403426	0.0864158	0.217254	0.0306326	0.00351196	0.0454263	0.030879	0.0135746	0.0213565	0.0150308	0.00974675	0.041548	0.0452658	1.014684	0.9853162	0.085879	0.302033	0.688314	1.45283	3.3109	11.6443	1.775001	0.9710574	0.15737	0.0134953	0.0103511	0.0116197	0.0518512	0.0168542	0.0289171	0.116932	0.0175208	0.0546238	0.0382312	0.0137256	0.00308225	0.00400577	0.0102593	0.00431981	0.0299953	0.0642514	0.161531	0.0227758	0.00261119	0.0337751	0.022959	0.0100929	0.0158789	0.0111756	0.00724685	0.0308916	0.0336558	0.490853	0.509147	0.4908525	1.344964
10080	-570.4823	-598.9845	28.50212	0.439432	0.0783373	0.125001	0.00567499	0.129762	0.150722	0.0734753	0.212044	0.250777	0.014431	0.0702575	0.0233538	0.0133027	0.0713947	0.0426069	0.019125	0.0848053	0.176928	0.0248683	0.147509	0.0104621	0.0758749	0.106442	0.0586594	0.0118824	0.0160805	0.0523515	0.0987026	0.0603606	0.6142948	1.385705	0.267138	0.525312	0.818042	1.22243	1.90363	3.74339	0.9544443	2.255766	0.16616	0.0296214	0.0472661	0.00214586	0.0490663	0.056992	0.0277829	0.0801792	0.0948251	0.00545672	0.0265662	0.00883067	0.00503009	0.0269962	0.0161108	0.00723166	0.0320671	0.066901	0.00940335	0.0557771	0.00395598	0.0286903	0.0402483	0.0221806	0.00449305	0.00608045	0.0197954	0.037322	0.0228239	0.425562	0.574438	0.4255618	2.644624
10116	-563.5091	-593.2925	29.7834	0.216352	0.0535701	0.0573768	0.0167963	0.0170874	0.0344867	0.0173163	0.147131	0.13981	0.0759354	0.0260631	0.003456	0.0212046	0.0122631	0.0264338	0.00365578	0.0695633	0.0851331	0.0262005	0.00787657	0.00603029	0.0077161	0.0587553	0.0138368	0.0010072	0.00119375	0.0166477	0.118933	0.0548278	0.6429948	1.357005	0.0970858	0.320652	0.70128	1.42596	3.11865	10.3002	1.686312	2.110445	0.16186	0.0400776	0.0429255	0.0125659	0.0127837	0.0258007	0.0129549	0.110074	0.104596	0.0568099	0.0194987	0.00258555	0.0158639	0.00917444	0.019776	0.00273501	0.0520426	0.063691	0.0196014	0.00589273	0.00451146	0.00577268	0.0439568	0.0103518	0.000753521	0.000893087	0.0124547	0.0889775	0.0410185	0.636431	0.363569	0.6364314	1.336659
10152	-569.4581	-598.2525	28.79434	0.391849	0.0505604	0.0201252	0.141481	0.0559548	0.120171	0.0239841	0.225906	0.231063	0.0822132	0.0493443	0.00558956	0.0214758	0.0358251	0.042609	0.00498846	0.0856855	0.288849	0.0627442	0.0231559	0.0417155	0.0669009	0.0538366	0.0185847	0.0106567	5.49861e-05	0.0116763	0.382299	0.14994	1.009	0.9909998	0.127794	0.366642	0.731226	1.36757	2.72745	7.82511	1.487597	0.9821602	0.14517	0.0187314	0.00745587	0.0524152	0.0207298	0.0445204	0.00888549	0.0836923	0.0856031	0.0304579	0.0182808	0.00207079	0.00795623	0.0132723	0.0157856	0.0018481	0.0317443	0.107011	0.0232451	0.00857868	0.0154546	0.0247851	0.0199451	0.00688515	0.00394803	2.0371e-05	0.00432576	0.141632	0.0555489	0.392545	0.607455	0.3925451	2.69924
10188	-571.1896	-601.3016	30.11196	0.243868	0.0367302	0.0370549	0.0147659	0.0322804	0.0651179	0.105503	0.146889	0.177657	0.0445203	0.0429338	0.0317984	0.0113031	0.00728669	0.022619	0.0113347	0.157225	0.0061321	0.0346862	0.0255449	0.0259548	0.00397227	0.123921	0.00542611	0.0331986	0.0038252	0.0239875	0.0328578	0.00958261	0.7690611	1.230939	0.136311	0.378363	0.73844	1.35421	2.64296	7.33616	1.440943	1.600573	0.160653	0.0241968	0.0244107	0.00972734	0.0212655	0.0428979	0.0695021	0.0967661	0.117035	0.0293287	0.0282836	0.0209479	0.00744617	0.00480027	0.0149008	0.00746696	0.103576	0.00403966	0.0228503	0.0168283	0.0170983	0.00261682	0.0816359	0.00357457	0.0218703	0.00251993	0.0158023	0.0216458	0.00631275	0.66502	0.33498	0.6650202	1.517976
10224	-568.5742	-595.1578	26.58355	0.683687	0.0134395	0.183963	0.0314184	0.210071	0.269238	0.232282	0.493517	0.185386	0.199839	0.229322	0.00823696	0.0059421	0.0595525	0.0353731	0.00573633	0.109985	0.226347	0.0824863	0.00534085	0.0121237	0.209412	0.192455	0.0239214	0.0508028	0.0100676	0.0109841	0.27788	0.0113803	0.7330803	1.26692	0.347272	0.597012	0.851355	1.1746	1.67501	2.87959	0.764752	1.728214	0.167974	0.00330193	0.0451978	0.00771915	0.0516121	0.0661487	0.0570692	0.121251	0.0455472	0.0490983	0.0563417	0.00202373	0.00145991	0.0146314	0.00869077	0.00140935	0.0270221	0.055611	0.020266	0.00131219	0.00297865	0.0514501	0.0472841	0.00587723	0.0124817	0.00247349	0.00269867	0.0682719	0.00279601	0.699455	0.300545	0.6994554	4.070191
10260	-567.6079	-594.005	26.39708	0.954312	0.0431395	0.188653	0.0263524	0.14316	0.347569	0.0942911	0.282954	0.256774	0.146677	0.114097	0.04536	0.0262552	0.0299648	0.0461433	0.0171374	0.184905	0.413551	0.257431	0.0601146	0.0185193	0.0606327	0.0878212	0.0137568	0.0220618	0.0137588	0.0683681	0.258977	0.0977757	0.9703566	1.029643	0.238969	0.497526	0.804289	1.24333	2.00994	4.18464	1.035015	1.061098	0.220879	0.00998481	0.0436645	0.00609936	0.033135	0.0804463	0.0218241	0.0654908	0.0594315	0.033949	0.0264081	0.0104987	0.00607687	0.00693547	0.0106801	0.00396651	0.042797	0.095718	0.0595835	0.0139138	0.00428636	0.0140337	0.0203266	0.00318406	0.0051063	0.00318452	0.0158241	0.0599412	0.0226306	0.584109	0.415891	0.584109	4.320513
10296	-573.1589	-601.2114	28.05245	0.271442	0.143231	0.112852	0.0598745	0.0540303	0.16784	0.26626	0.286442	0.441019	0.270515	0.0926595	0.0128296	0.0721026	0.0541027	0.0863543	0.0228359	0.0967906	0.0812201	0.00763482	0.156801	0.260237	0.00221634	0.00670687	0.0144294	0.00856097	0.0371784	0.289942	0.0236555	0.0456263	0.8822455	1.117754	0.3696	0.615434	0.859466	1.16351	1.62487	2.70563	0.7196956	1.266943	0.078784	0.0415719	0.0327546	0.0173782	0.0156819	0.0487145	0.0772801	0.0831377	0.128003	0.078515	0.0268938	0.00372369	0.0209273	0.0157029	0.0250637	0.00662797	0.0280928	0.0235736	0.00221595	0.0455105	0.0755319	0.000643276	0.00194662	0.00418802	0.00248476	0.0107908	0.0841536	0.00686583	0.0132427	0.612074	0.387926	0.6120741	3.44539
10332	-568.4663	-596.686	28.21976	0.516803	0.045886	0.104833	0.0225638	0.0226354	0.184467	0.197269	0.235374	0.161771	0.0638201	0.0958869	0.00204371	0.0536147	0.0455906	0.0310745	0.00338076	0.0266336	0.33546	0.125109	0.0292801	0.109911	0.109558	0.0590658	0.0149564	0.052139	0.00873764	0.0317877	0.115467	0.003804	0.6493713	1.350629	0.229156	0.487454	0.799174	1.25129	2.05147	4.36385	1.065336	2.079902	0.183986	0.0163358	0.0373213	0.0080329	0.00805841	0.0656718	0.0702294	0.0837951	0.057592	0.0227205	0.0341366	0.000727578	0.0190873	0.0162307	0.0110628	0.00120358	0.00948178	0.119427	0.0445397	0.010424	0.0391293	0.0390035	0.0210279	0.0053246	0.0185619	0.00311067	0.0113167	0.0411072	0.00135426	0.636263	0.363737	0.6362633	2.808921
10368	-573.2226	-602.2712	29.04863	0.267622	0.0231807	0.0170549	0.0112689	0.0215165	0.0595886	0.0427549	0.0738777	0.0906481	0.0453652	0.0415266	0.00771717	0.0208037	0.0238976	0.010128	0.00376269	0.0320028	0.133288	0.00377601	0.0361168	0.0283106	0.0109789	0.0573833	0.00189392	0.0269002	0.0037942	0.0425441	0.0145854	0.0160182	0.3683255	1.631675	0.0986855	0.323217	0.703026	1.42242	3.09389	10.1332	1.674495	4.42998	0.229069	0.0198413	0.014598	0.00964552	0.0184168	0.0510042	0.0365956	0.0632349	0.0775894	0.0388299	0.0355443	0.00660544	0.0178067	0.0204549	0.008669	0.00322064	0.0273925	0.114087	0.00323204	0.0309138	0.0242321	0.00939728	0.0491167	0.00162109	0.023025	0.00324761	0.0364152	0.0124843	0.0137106	0.565576	0.434424	0.5655765	1.168306
10404	-568.6423	-597.4995	28.85722	0.575527	0.038457	0.0711727	0.0612107	0.101933	0.0783146	0.143211	0.0812477	0.150949	0.0882286	0.138796	0.00100106	0.0295899	0.0156895	0.0337505	0.0185456	0.0667792	0.0574265	0.0360741	0.0511323	0.106796	0.0495392	0.270919	0.111721	0.0344591	0.00798791	0.0470176	0.0235952	0.182954	0.8473856	1.152614	0.210034	0.467174	0.788648	1.26799	2.14053	4.76114	1.12834	1.360201	0.215229	0.0143817	0.0266163	0.0228909	0.0381196	0.0292872	0.0535564	0.0303841	0.0564502	0.0329947	0.0519054	0.000374363	0.0110657	0.00586739	0.0126216	0.00693546	0.0249733	0.0214757	0.0134906	0.0191218	0.0399382	0.0185261	0.101315	0.04178	0.0128866	0.00298722	0.0175831	0.00882387	0.0684192	0.609184	0.390816	0.6091842	2.674025
10440	-572.1038	-597.8536	25.74986	0.925542	0.0723289	0.210085	0.171123	0.148265	0.133445	0.218424	0.282778	0.3674	0.0713026	0.156397	0.0962325	0.0392397	0.044148	0.038503	3.96827e-05	0.034236	0.0782655	0.130853	0.100073	0.83535	0.0529923	0.035961	0.256329	0.143983	0.0687647	0.0551911	0.00965913	0.0242681	0.9577519	1.042248	0.330433	0.582714	0.844941	1.18351	1.71611	3.02633	0.8006912	1.088224	0.192774	0.0150648	0.0437569	0.035642	0.0308809	0.0277942	0.0454939	0.0588977	0.0765229	0.0148511	0.0325746	0.0200435	0.00817292	0.00919525	0.00801948	8.2652e-06	0.00713075	0.0163013	0.0272543	0.0208435	0.173989	0.0110374	0.00749004	0.0533887	0.029989	0.0143225	0.0114953	0.00201182	0.00505461	0.547541	0.452459	0.547541	4.801179
10476	-571.0524	-598.7542	27.70184	0.410537	0.0151076	0.15106	0.0153791	0.0359128	0.0691582	0.143819	0.216846	0.18098	0.210269	0.0969636	0.00816777	0.0414524	0.0887916	0.0242836	0.000108516	0.00154924	0.0708223	0.119757	0.0290165	0.740488	0.0324586	0.0137754	0.149732	0.109258	0.0201833	0.0304902	0.097105	0.13432	0.785144	1.214856	0.197511	0.453376	0.781306	1.27991	2.20567	5.063	1.172788	1.547303	0.126017	0.00463736	0.0463689	0.00472072	0.0110237	0.0212286	0.0441461	0.0665621	0.055553	0.0645434	0.0297636	0.00250715	0.0127241	0.0272551	0.007454	3.33096e-05	0.000475548	0.0217393	0.0367603	0.00890681	0.227298	0.00996338	0.00422846	0.045961	0.0335375	0.0061954	0.00935917	0.029807	0.0412304	0.624784	0.375216	0.6247839	3.257792
10512	-566.6939	-594.5969	27.90301	0.575069	0.00622167	0.143285	0.0146726	0.092822	0.0774519	0.128992	0.292766	0.355346	0.0363909	0.0939719	0.00451748	0.0116071	0.0322726	0.0611222	0.000188637	0.00206839	0.0610697	0.0501697	0.0403202	0.333575	0.0420525	0.0358046	0.137715	0.0537953	0.0193356	0.00797103	0.114348	0.0457205	0.6556681	1.344332	0.166268	0.416857	0.761102	1.31388	2.39891	6.01437	1.297295	2.050324	0.200328	0.00216734	0.049914	0.00511124	0.0323349	0.0269807	0.0449347	0.101986	0.123786	0.0126769	0.0327355	0.00157368	0.00404337	0.0112423	0.0212922	6.57126e-05	0.000720533	0.0212739	0.0174768	0.0140457	0.116202	0.0146492	0.0124727	0.0479735	0.0187398	0.00673564	0.00277674	0.0398337	0.0159269	0.551265	0.448735	0.5512646	2.870643
10548	-566.4843	-593.1598	26.67552	0.837703	0.0463263	0.20255	0.0811151	0.058443	0.0706064	0.245174	0.370365	0.265436	0.117977	0.162553	0.00387871	0.0179011	0.0118374	0.0400473	0.00099134	0.0229723	0.121671	0.0649134	0.0750918	0.576301	0.0915959	0.0532137	0.26968	0.137608	0.0275985	0.0120328	0.0591469	0.053422	0.8515614	1.148439	0.288853	0.545721	0.827827	1.20798	1.83244	3.46197	0.8979351	1.348627	0.20441	0.0113042	0.0494247	0.0197931	0.0142608	0.0172288	0.0598255	0.0903736	0.0647697	0.0287879	0.039665	0.000946452	0.0043681	0.00288847	0.00977203	0.000241899	0.00560554	0.0296893	0.0158397	0.0183233	0.140625	0.0223505	0.0129848	0.0658054	0.0335781	0.00673436	0.00293614	0.0144326	0.0130356	0.507343	0.492657	0.5073428	4.098153
10584	-575.0692	-604.4547	29.38555	0.241921	0.0363752	0.108097	0.0308231	0.0568271	0.0146267	0.110747	0.0395342	0.102027	0.0177707	0.0285089	0.0103286	0.00703678	0.0237575	0.0170516	0.00937934	0.0114305	0.00882904	0.0853813	0.0675311	0.276869	0.0269883	0.00413449	0.0211563	0.0268119	0.0256611	0.069239	0.0867537	0.152873	0.7277658	1.272234	0.0840124	0.298813	0.686016	1.45769	3.34657	11.903	1.79089	1.748137	0.140777	0.0211672	0.062903	0.0179364	0.0330684	0.00851149	0.0644454	0.0230055	0.0593706	0.010341	0.0165897	0.00601033	0.00409479	0.0138248	0.00992255	0.00545796	0.00665153	0.00513773	0.0496845	0.0392972	0.161113	0.0157048	0.00240591	0.0123111	0.0156022	0.0149326	0.0402911	0.0504831	0.0889589	0.448055	0.551945	0.4480553	1.71847
10620	-562.5765	-590.2389	27.6624	0.505955	0.110115	0.0188561	0.0036021	0.0492964	0.311867	0.175972	0.102195	0.20348	0.0652664	0.0766031	0.00712156	0.0201709	0.0554154	0.038843	0.00735814	0.0384831	0.0200302	0.117465	0.00423692	0.611915	0.0773955	0.0189127	0.0430737	0.0619346	0.0355921	0.173473	0.146195	0.0715383	0.6797679	1.320232	0.219047	0.476846	0.793707	1.25991	2.09711	4.56523	1.097958	1.942181	0.159488	0.0347106	0.00594386	0.00113546	0.0155394	0.0983074	0.0554703	0.0322141	0.0641416	0.0205735	0.024147	0.00224488	0.00635834	0.0174682	0.0122442	0.00231945	0.0121307	0.00631397	0.0370276	0.00133557	0.19289	0.0243968	0.00596172	0.0135778	0.0195232	0.0112194	0.0546825	0.0460838	0.0225505	0.666021	0.333979	0.6660211	3.172361
10656	-567.8063	-592.3236	24.51727	0.734715	0.160736	0.0497002	0.0534911	0.237505	0.23947	0.083549	0.0701474	0.260587	0.0499239	0.127882	0.0145303	0.0256269	0.0262094	0.0975821	0.019589	0.0218839	0.108614	0.0874459	0.227072	1.17241	0.0475518	0.00517347	0.027677	0.574467	0.0607031	0.164578	0.204967	0.229897	0.801593	1.198407	0.248064	0.506672	0.808873	1.23629	1.97366	4.03122	1.008008	1.495032	0.141736	0.031008	0.00958781	0.0103191	0.0458179	0.0461969	0.0161177	0.0135323	0.0502707	0.00963096	0.02467	0.00280308	0.00494377	0.00505613	0.0188249	0.00377897	0.00422168	0.0209531	0.0168694	0.0438052	0.226173	0.00917336	0.00099803	0.00533925	0.110822	0.0117104	0.0317493	0.0395408	0.0443501	0.59666	0.40334	0.5966603	5.183683
10692	-574.6063	-602.1498	27.5435	0.292838	0.07912	0.108696	0.0164145	0.0490352	0.238319	0.340242	0.413116	0.201899	0.0784016	0.118112	0.0135079	0.0285571	0.0346415	0.0273341	0.0572158	0.041786	0.0612457	0.253182	0.224766	0.239639	0.000820145	0.286703	0.022695	0.152518	0.124453	0.0494051	0.0636858	0.0153416	0.892653	1.107347	0.277269	0.534936	0.822688	1.21553	1.86938	3.60661	0.9275292	1.240512	0.0805897	0.021774	0.0299135	0.00451732	0.0134946	0.065586	0.0936353	0.11369	0.0555631	0.0215763	0.0325046	0.00371741	0.00785898	0.00953343	0.0075224	0.0157459	0.0114996	0.016855	0.0696764	0.061856	0.0659493	0.000225706	0.0789014	0.00624573	0.0419732	0.0342497	0.0135964	0.0175265	0.00422206	0.507572	0.492428	0.5075719	3.63369
10728	-568.9787	-594.2915	25.31281	1.21768	0.0336467	0.135532	0.00275193	0.217463	0.207856	0.379021	0.339956	0.104082	0.238753	0.162897	0.0212677	0.0291655	0.027252	0.0317071	0.0226446	0.106569	0.0943819	0.0143708	0.223568	0.0212739	0.068031	0.0082347	0.0382482	0.60824	0.0405533	0.207812	0.178216	0.0848984	0.7773481	1.222652	0.36523	0.611875	0.857912	1.16562	1.63432	2.738	0.7282949	1.57285	0.250239	0.00691454	0.0278524	0.000565533	0.0446896	0.0427153	0.0778906	0.0698625	0.0213893	0.0490647	0.0334761	0.00437062	0.00599363	0.00560041	0.00651594	0.00465357	0.0219004	0.0193959	0.00295327	0.0459443	0.00437188	0.0139807	0.00169227	0.00786018	0.124996	0.00833388	0.0427063	0.0366243	0.017447	0.469863	0.530137	0.4698634	4.866074
10764	-574.9294	-604.3967	29.46733	0.44587	0.0269762	0.0126638	0.0565963	0.0577713	0.042343	0.0826364	0.261625	0.0787257	0.0444072	0.071238	0.00752094	0.019091	0.0104566	0.0194444	0.00210683	0.0103653	0.130521	0.28419	0.00343054	0.00328239	0.0201539	0.00184659	0.0189961	0.0187463	0.134125	0.00172353	0.0288051	0.0521852	0.7478178	1.252182	0.139447	0.382583	0.741	1.34953	2.61381	7.17119	1.424498	1.674448	0.228904	0.0138492	0.00650147	0.0290559	0.0296591	0.0217384	0.0424246	0.134315	0.0404168	0.0227982	0.0365727	0.00386116	0.00980108	0.00536828	0.00998252	0.00108162	0.00532141	0.0670081	0.1459	0.0017612	0.00168514	0.0103468	0.000948016	0.00975238	0.00962416	0.0688581	0.000884842	0.0147882	0.0267913	0.564467	0.435533	0.5644671	1.947843
10800	-570.7796	-601.1682	30.38867	0.284351	0.0263413	0.050293	0.00702623	0.0560642	0.0630766	0.0355736	0.0978109	0.0801926	0.102886	0.0576869	0.0121647	0.0238482	0.00549792	0.0262169	0.00434954	0.0130339	0.0892438	0.168414	0.00145248	0.00259316	0.018224	0.00141145	0.0399585	0.0165942	0.0697775	0.00132871	0.0616347	0.0166428	0.8571387	1.142861	0.129921	0.369607	0.733065	1.36413	2.70558	7.69697	1.475658	1.333345	0.198335	0.0183731	0.0350794	0.0049008	0.0391048	0.043996	0.0248126	0.0682232	0.0559345	0.0717633	0.0402367	0.00848487	0.0166341	0.00383481	0.0182863	0.00303381	0.00909114	0.0622477	0.117469	0.00101311	0.00180873	0.0127112	0.000984487	0.0278711	0.0115745	0.0486699	0.00092678	0.0429903	0.0116084	0.46189	0.53811	0.4618905	1.433689
10836	-572.3916	-600.5832	28.19151	0.858415	0.0171396	0.103087	0.023527	0.131156	0.0542847	0.160781	0.0880744	0.202362	0.0720569	0.103077	0.0855322	0.0141612	0.0168066	0.0227926	0.0104331	0.0292673	0.0213602	0.000818779	0.0439378	0.027837	0.10003	0.178651	0.0645572	0.0144146	0.226814	0.21707	0.0489892	0.0883202	0.7258904	1.27411	0.275765	0.533518	0.822007	1.21653	1.87435	3.62628	0.931463	1.755237	0.283703	0.00566459	0.0340697	0.00777558	0.0433466	0.0179409	0.0531376	0.0291082	0.0668799	0.0238145	0.0340666	0.028268	0.00468024	0.00555452	0.00753287	0.00344811	0.00967273	0.00705945	0.000270603	0.0145213	0.00920002	0.0330596	0.0590433	0.0213359	0.00476396	0.0749612	0.0717408	0.0161907	0.0291895	0.620632	0.379368	0.6206321	3.025754
10872	-566.7022	-595.7098	29.0076	0.678348	0.00270428	0.0756433	0.00513525	0.0286912	0.0581818	0.124982	0.111712	0.218975	0.00958216	0.0454251	0.00657619	0.0144797	0.0191368	0.0329569	0.00945997	0.0269556	0.0240048	0.0296402	0.0587645	0.00797056	0.0288208	0.0845285	0.0285134	0.00485143	0.394897	0.0808262	0.0542647	0.0594345	0.8207548	1.179245	0.129848	0.369506	0.733003	1.36425	2.70632	7.70128	1.476063	1.436781	0.291705	0.0011629	0.0325283	0.00220827	0.0123378	0.0250195	0.0537448	0.0480387	0.0941642	0.00412054	0.0195338	0.0028279	0.00622658	0.00822925	0.0141722	0.00406799	0.0115915	0.0103226	0.0127459	0.02527	0.00342752	0.0123936	0.0363491	0.0122614	0.00208622	0.169814	0.034757	0.023335	0.0255581	0.720898	0.279102	0.7208981	2.325462
10908	-567.151	-596.813	29.66203	0.495471	0.0276373	0.00984893	0.0152116	0.0142219	0.064824	0.0343755	0.102119	0.113052	0.011084	0.05172	0.00109104	0.0367774	0.0265581	0.0239872	0.00386245	0.0147857	0.0488134	0.0228613	0.0619082	0.00301799	0.0313134	0.0227834	0.00515735	0.00639842	0.247196	0.0236983	0.0109525	0.0644702	0.6579607	1.342039	0.12428	0.361691	0.728131	1.37338	2.76479	8.04633	1.507754	2.039695	0.310602	0.0173253	0.00617412	0.00953588	0.00891548	0.040637	0.0215494	0.0640166	0.07087	0.00694836	0.0324223	0.000683952	0.0230551	0.0166488	0.0150371	0.0024213	0.00926886	0.0306002	0.0143314	0.0388092	0.00189192	0.0196298	0.0142825	0.00323305	0.00401105	0.154962	0.014856	0.0068659	0.0404152	0.520491	0.479509	0.5204912	1.595197
10944	-568.5803	-597.7257	29.1454	0.40509	0.0801009	0.0395124	0.0302854	0.0990896	0.0618816	0.00554358	0.186681	0.10121	0.0628075	0.107632	0.00362592	0.0165133	0.0140821	0.0238812	0.0181235	0.0323212	0.17155	0.0287589	0.0471759	0.00609821	0.0188476	0.0486207	0.0404672	0.0120459	0.282716	0.143033	0.0241468	0.0634552	0.6823535	1.317646	0.180357	0.433725	0.77058	1.29772	2.30561	5.54455	1.238484	1.931032	0.186223	0.036823	0.0181642	0.0139224	0.0455522	0.0284474	0.00254842	0.0858184	0.0465268	0.0288731	0.0494792	0.00166686	0.00759128	0.00647365	0.0109784	0.00833151	0.0148583	0.0788629	0.0132207	0.0216871	0.00280339	0.00866439	0.0223513	0.0186031	0.00553761	0.129967	0.0657535	0.0111005	0.0291708	0.62789	0.37211	0.6278905	2.175296
10980	-572.5912	-601.3372	28.74603	0.293783	0.0341484	0.0394065	0.0463422	0.0741028	0.0390372	0.138699	0.054596	0.213077	0.0444629	0.100868	0.00568886	0.0302564	0.0365693	0.0669664	0.000407076	0.0839586	0.0587741	0.0201766	0.0471008	0.00685973	0.0742416	0.0135702	0.0258268	0.214985	0.00582327	0.0481725	0.0242016	0.0668961	0.5093332	1.490667	0.119848	0.355342	0.724119	1.38099	2.81419	8.34389	1.534012	2.926703	0.153894	0.0178881	0.0206425	0.0242757	0.0388176	0.0204491	0.0726555	0.0285993	0.111617	0.0232912	0.052838	0.00298002	0.0158494	0.0191563	0.0350793	0.000213241	0.0439805	0.030788	0.0105692	0.0246731	0.00359337	0.0388904	0.00710857	0.013529	0.112617	0.00305043	0.0252345	0.0126777	0.0350425	0.430583	0.569417	0.4305828	1.908997
11016	-564.9107	-593.1656	28.2549	0.825158	0.0192228	0.0590492	0.0160154	0.0795262	0.111329	0.247888	0.223399	0.177576	0.0750672	0.0563349	0.0140628	0.0356258	0.0482741	0.0311335	0.000732921	0.00829687	0.0494462	0.0253844	0.087873	0.0279045	0.079918	0.00843899	0.00363904	0.346873	0.0015108	0.124506	0.00296056	0.0269392	0.7916245	1.208376	0.149171	0.39537	0.748639	1.33576	2.52928	6.70371	1.375755	1.52645	0.293224	0.00683093	0.0209834	0.00569117	0.02826	0.0395612	0.0880884	0.079386	0.0631027	0.0266755	0.0200189	0.00499728	0.0126598	0.0171545	0.0110635	0.000260447	0.00294834	0.017571	0.0090205	0.0312261	0.00991602	0.0283993	0.00299884	0.00129315	0.123263	0.000536872	0.0442438	0.00105205	0.00957299	0.472159	0.527841	0.4721591	2.814085
11052	-572.4434	-601.217	28.77362	0.396096	0.0549122	0.0902037	0.00794165	0.0708602	0.109075	0.193483	0.144399	0.139206	0.0211864	0.0966445	0.0115506	0.041948	0.0450897	0.0223243	0.00555092	0.00331025	0.0445376	0.0261771	0.0714161	0.0109488	0.0325208	0.0524357	0.00203368	0.180807	0.00250736	0.0561175	0.018063	0.0620164	0.581583	1.418417	0.112766	0.344941	0.717439	1.39385	2.89905	8.86793	1.578056	2.43889	0.196734	0.0272739	0.0448025	0.00394447	0.0351949	0.0541757	0.0960993	0.0717203	0.0691412	0.0105229	0.0480015	0.00573694	0.0208348	0.0223952	0.0110881	0.00275704	0.00164414	0.022121	0.0130017	0.0354711	0.00543809	0.0161525	0.0260439	0.00101009	0.0898035	0.00124536	0.0278725	0.00897154	0.0308024	0.665807	0.334193	0.665807	2.013363
11088	-573.0088	-602.0021	28.99334	0.277032	0.0317841	0.00164235	0.0188014	0.0508278	0.0722432	0.216099	0.0852581	0.183163	0.0460961	0.0695878	0.014862	0.0111864	0.0310716	0.0273538	0.00213357	0.0796515	0.00162878	0.00391207	0.0541935	0.00829633	0.0546398	0.014001	0.00973244	0.143088	0.0101499	0.0714999	0.00446145	0.0240787	0.4215781	1.578422	0.147754	0.393534	0.747553	1.3377	2.54108	6.768	1.382656	3.744079	0.171168	0.0196383	0.00101475	0.0116167	0.0314048	0.0446366	0.13352	0.0526781	0.11317	0.0284812	0.0429959	0.00918274	0.00691168	0.0191981	0.016901	0.00131826	0.0492139	0.00100637	0.00241713	0.0334843	0.00512602	0.03376	0.00865071	0.00601334	0.0884089	0.0062713	0.0441773	0.00275658	0.0148774	0.65223	0.34777	0.6522298	1.618475
