Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
5004	-569.294	-594.5409	25.2469	1.32346	0.0244689	0.133093	0.0749387	0.0167981	0.260571	0.186054	0.292333	0.267686	0.192306	0.119315	0.024518	0.0502183	0.0440302	0.052283	0.0441557	0.0157158	0.109677	0.0556093	0.00843884	0.116213	1.1601	0.057742	0.0818372	0.149259	0.0197504	0.0477932	0.1026	0.0132061	0.7974522	1.202548	0.486747	0.703877	0.896235	1.11578	1.4207	2.05445	0.5206172	1.507987	0.262375	0.00485092	0.0263855	0.0148565	0.00333021	0.0516578	0.036885	0.0579547	0.0530684	0.0381244	0.0236541	0.00486066	0.00995571	0.00872892	0.010365	0.00875381	0.00311564	0.0217434	0.0110245	0.00167299	0.0230392	0.229987	0.0114473	0.0162241	0.0295904	0.00391549	0.00947493	0.0203403	0.0026181	0.543902	0.456098	0.5439022	5.044171
5040	-571.5789	-600.3846	28.80565	0.481134	0.0821236	0.000728514	0.17163	0.144096	0.122946	0.0660567	0.0993016	0.101404	0.0767836	0.0446288	0.0109956	0.00339172	0.0638547	0.0255752	0.000542375	0.0279607	0.0199993	0.0529426	0.0735535	0.40402	0.0059956	0.061761	0.016228	0.0323709	0.0134803	0.0168743	0.109536	0.0268793	0.5970994	1.402901	0.230175	0.488511	0.799714	1.25045	2.04704	4.34452	1.062127	2.349526	0.204148	0.0348455	0.000309112	0.0728235	0.0611409	0.0521664	0.0280282	0.0421342	0.0430264	0.0325797	0.0189363	0.00466548	0.00143912	0.0270939	0.0108517	0.000230133	0.0118639	0.0084858	0.0224638	0.0312091	0.171428	0.00254397	0.0262055	0.00688562	0.0137351	0.00571975	0.00715983	0.0464767	0.011405	0.59839	0.40161	0.5983897	2.356794
5076	-566.7336	-596.4779	29.74434	0.30004	0.0602009	0.0358905	0.0223652	0.0531868	0.0823524	0.0540152	0.0384124	0.0856271	0.0561828	0.0278225	0.00368973	0.0112648	0.00900736	0.0164492	0.00165917	0.00475791	0.0780456	0.0178706	0.00679644	0.158799	0.00131662	0.0112153	0.0135005	0.0554449	0.0172849	0.00834973	0.0213412	0.0215634	0.6641892	1.335811	0.0764596	0.285395	0.676253	1.47874	3.50391	13.0788	1.859005	2.01119	0.235427	0.0472367	0.0281615	0.0175489	0.0417331	0.0646179	0.0423831	0.0301404	0.0671874	0.0440839	0.0218309	0.00289515	0.00883896	0.00706764	0.0129069	0.00130187	0.0037333	0.0612386	0.0140222	0.00533283	0.124602	0.00103309	0.00880006	0.0105932	0.0435049	0.0135626	0.00655163	0.0167454	0.0169197	0.681969	0.318031	0.6819687	1.274451
5112	-569.8127	-597.6834	27.87072	0.838438	0.0761566	0.0614549	0.0151236	0.13607	0.163939	0.062939	0.112081	0.205678	0.10309	0.0399721	0.00750051	0.0336699	0.0150354	0.0505704	0.0174672	0.0604232	0.0481574	0.077606	0.00347599	0.00956533	0.0137664	0.16359	0.000725959	0.288619	0.0197951	0.0338079	0.0865093	0.011763	0.600374	1.399626	0.151831	0.398793	0.750655	1.33217	2.50757	6.58628	1.362977	2.331257	0.304114	0.0276231	0.0222906	0.00548557	0.0493544	0.0594629	0.0228289	0.0406533	0.0746025	0.0373923	0.0144985	0.00272054	0.0122126	0.00545354	0.0183426	0.00633562	0.0219164	0.0174674	0.0281488	0.00126079	0.00346948	0.00499326	0.0593366	0.000263316	0.104686	0.00717998	0.0122626	0.0313782	0.00426661	0.523025	0.476975	0.5230247	2.75699
5148	-568.355	-596.7854	28.43043	0.448267	0.0284204	0.0626895	0.0172867	0.0652658	0.103344	0.107271	0.108074	0.247105	0.120627	0.100097	0.00365867	0.029381	0.012917	0.0393843	0.0130161	0.0244896	0.0305042	0.0543888	0.0156477	0.0491099	0.0135457	0.0968105	0.000166274	0.327359	0.0430311	0.0815646	0.097179	0.0506706	0.5313864	1.468614	0.194857	0.450394	0.779699	1.28255	2.22028	5.13197	1.182572	2.76374	0.18746	0.011885	0.026216	0.00722907	0.0272933	0.043217	0.0448594	0.0451953	0.103336	0.0504446	0.0418593	0.00153001	0.0122868	0.00540173	0.01647	0.00544319	0.0102412	0.0127565	0.0227447	0.00654367	0.0205371	0.00566463	0.0404849	6.95337e-05	0.136898	0.0179951	0.0341093	0.040639	0.0211898	0.522901	0.477099	0.5229013	2.391273
5184	-573.8017	-602.5517	28.74996	0.32661	0.0168849	0.0624115	0.0554793	0.160127	0.110968	0.121892	0.0927821	0.0974777	0.174479	0.0912154	0.0226406	0.0456988	0.0172743	0.0208545	0.0094036	0.0900659	0.0407744	0.00471495	0.138583	0.0349086	0.0102006	0.0162912	0.0252351	0.222419	0.0024749	0.0617556	0.138025	0.0226264	0.5813809	1.418619	0.174249	0.426498	0.76655	1.30455	2.34468	5.73892	1.263398	2.440085	0.146182	0.0075572	0.0279337	0.024831	0.0716685	0.0496664	0.0545557	0.0415267	0.0436284	0.0780922	0.0408255	0.0101333	0.0204535	0.00773148	0.0093339	0.00420879	0.040311	0.0182495	0.00211028	0.062026	0.0156241	0.00456552	0.00729151	0.0112945	0.0995488	0.0011077	0.0276401	0.061776	0.010127	0.614557	0.385443	0.6145574	2.234275
5220	-572.6105	-601.3184	28.70797	0.315442	0.064784	0.0390111	0.180275	0.0521853	0.122405	0.138603	0.0694576	0.0719416	0.0665069	0.115858	0.0326182	0.0119572	0.0434615	0.0217772	0.0201029	0.0767659	0.126178	0.0430054	0.0377026	0.127236	3.64781e-05	0.168013	0.151976	0.433906	0.0212078	0.333966	0.032327	0.000818441	1.007901	0.9920986	0.187691	0.442238	0.775267	1.28988	2.26122	5.32791	1.209664	0.9843211	0.108046	0.0221899	0.0133622	0.0617479	0.0178746	0.0419265	0.0474745	0.0237907	0.0246415	0.0227801	0.0396838	0.0111724	0.00409561	0.0148865	0.00745917	0.00688567	0.026294	0.0432187	0.0147303	0.012914	0.0435812	1.24945e-05	0.0575479	0.0520552	0.148622	0.00726414	0.114391	0.0110727	0.000280334	0.631532	0.368468	0.6315324	2.919525
5256	-568.3792	-597.141	28.76181	0.616943	0.079444	0.055339	0.0589143	0.00818003	0.173373	0.166578	0.245518	0.08576	0.0406703	0.028524	0.01574	0.0342085	0.0450296	0.0247999	0.02587	0.0634934	0.401512	0.116191	0.0193461	0.0922892	0.000177609	0.132549	0.160416	0.0770784	0.0375249	0.016296	0.0114211	0.00139445	0.8878027	1.112197	0.234481	0.492946	0.801972	1.24693	2.02862	4.26474	1.048726	1.252753	0.217649	0.0280267	0.0195228	0.0207841	0.0028858	0.0611637	0.0587662	0.0866154	0.0302549	0.0143479	0.0100629	0.00555285	0.0120683	0.0158858	0.00874906	0.00912659	0.0223996	0.141648	0.0409904	0.00682504	0.0325583	6.26579e-05	0.0467613	0.0565926	0.0271922	0.0132383	0.005749	0.00402919	0.000491941	0.558218	0.441782	0.5582177	2.83458
5292	-577.4586	-605.1181	27.65948	0.648764	0.0135538	0.0205121	0.0266658	0.0653959	0.0228317	0.0543492	0.201427	0.357344	0.319427	0.108272	0.000439965	0.0212057	0.0113957	0.0249371	0.014045	0.0110968	0.0619694	0.282826	0.0242367	0.108373	0.0123488	0.108682	0.00623057	0.0295858	0.0295814	0.017403	0.0799078	0.00278534	0.4835008	1.516499	0.161066	0.410444	0.757429	1.32025	2.43639	6.20864	1.320282	3.136498	0.241572	0.00504686	0.00763784	0.00992921	0.0243507	0.00850157	0.0202373	0.0750027	0.13306	0.118941	0.0403158	0.000163824	0.00789612	0.00424326	0.00928553	0.00522976	0.00413198	0.0230748	0.105312	0.00902471	0.0403533	0.00459817	0.0404684	0.00232	0.0110165	0.0110149	0.00648013	0.0297543	0.00103714	0.319263	0.680737	0.3192625	2.685591
5328	-569.5258	-599.67	30.1442	0.137867	0.00504102	0.00573412	0.0158086	0.00702672	0.0271668	0.0505222	0.0460705	0.100744	0.0286318	0.0138633	0.00490698	0.00592551	0.00703841	0.00273073	0.00628442	0.00582552	0.0120653	0.0016025	0.0134462	0.0102622	0.0116333	0.0680184	0.00832358	0.0176137	0.0031866	0.0020615	0.0109391	0.000332115	0.6498026	1.350197	0.062499	0.258669	0.655824	1.5248	3.86595	16.0003	2.004784	2.077858	0.218603	0.00799309	0.00909207	0.0250663	0.0111416	0.0430759	0.0801085	0.0730498	0.159741	0.0453989	0.0219817	0.00778055	0.00939554	0.0111602	0.00432987	0.00996464	0.00923699	0.0191309	0.00254093	0.0213204	0.0162718	0.0184459	0.107851	0.013198	0.0279284	0.0050527	0.00326874	0.0173451	0.000526604	0.601024	0.398976	0.6010245	0.6306723
5364	-569.1921	-598.5623	29.3702	0.327366	0.00927636	0.0267957	0.00830656	0.0428234	0.105872	0.0853019	0.0716672	0.232937	0.0335379	0.0378138	0.00298866	0.0291207	0.00567436	0.0145437	0.00436536	0.0012856	0.0505158	0.0140262	0.106884	0.0182243	0.0586865	0.159411	0.0381304	0.00670214	0.0137123	0.0255419	0.134266	9.23292e-05	0.6236221	1.376378	0.108208	0.338069	0.712949	1.40262	2.95797	9.24146	1.607888	2.20707	0.196513	0.00556848	0.0160851	0.00498632	0.0257063	0.0635538	0.0512056	0.0430209	0.139829	0.0201324	0.0226991	0.00179406	0.0174808	0.00340624	0.00873041	0.00262047	0.000771729	0.030324	0.00841973	0.0641613	0.0109398	0.0352288	0.0956924	0.0228892	0.00402321	0.00823133	0.0153325	0.0805982	5.5424e-05	0.657753	0.342247	0.6577526	1.66587
5400	-566.6896	-597.0745	30.38493	0.383964	0.0281786	0.0763046	0.00207566	0.0444311	0.0395936	0.110181	0.0534277	0.110067	0.0634678	0.0323978	0.00299723	0.0183344	0.0105444	0.0135098	0.00515007	0.0121365	0.0556697	0.0174798	0.0572188	0.0122113	0.0380223	0.113982	0.00904779	0.028334	0.0250535	0.0159389	0.1128	3.70491e-05	1.016489	0.9835108	0.0910425	0.310757	0.694456	1.43998	3.21795	10.9839	1.732783	0.9675566	0.257253	0.0188794	0.0511235	0.00139067	0.0297685	0.0265274	0.0738203	0.0357961	0.073744	0.0425229	0.0217062	0.00200812	0.0122839	0.00706464	0.00905148	0.00345051	0.00813135	0.0372982	0.0117114	0.0383361	0.00818149	0.0254746	0.0763667	0.00606195	0.0189835	0.0167857	0.0106789	0.075575	2.48226e-05	0.481543	0.518457	0.481543	1.492556
5436	-573.5679	-603.7402	30.17231	0.180714	0.00976479	0.0562827	6.40414e-06	0.0415082	0.0880538	0.0162715	0.0180118	0.0962559	0.0708612	0.0309104	0.0105986	0.0260854	0.0065294	0.0177492	0.0022189	0.00599406	0.00217965	0.0261556	0.0797893	0.031706	0.0120479	0.064936	0.176801	0.00258183	0.011471	0.00423208	0.0704363	0.0134401	0.717747	1.282253	0.0968967	0.320347	0.701072	1.42639	3.12162	10.3203	1.687722	1.786497	0.153984	0.00832042	0.0479576	5.45686e-06	0.0353685	0.0750292	0.0138647	0.0153476	0.0820181	0.0603797	0.0263382	0.00903093	0.022227	0.0055636	0.0151238	0.00189068	0.00510744	0.00185725	0.0222867	0.0679872	0.0270162	0.0102658	0.0553309	0.150649	0.00219994	0.00977427	0.00360608	0.0600177	0.0114521	0.532367	0.467633	0.5323674	1.173594
5472	-570.8611	-602.1541	31.29299	0.0672582	0.0267623	0.00355798	0.00420198	0.0117161	0.0377804	0.0502561	0.0221872	0.0809551	0.0439562	0.0211307	0.00340617	0.00286869	0.0119996	0.00924088	0.00433113	0.00609254	0.0114346	0.00078196	0.0213024	0.00500934	0.0321852	0.0582026	0.0220659	0.0456148	0.00989944	0.00311321	0.0430199	0.0274334	1.123883	0.876117	0.075519	0.283678	0.674981	1.48152	3.52513	13.2417	1.867955	0.7795446	0.0977926	0.0389121	0.00517326	0.00610962	0.017035	0.0549322	0.0730717	0.0322599	0.117708	0.0639118	0.0307237	0.00495253	0.00417104	0.0174473	0.0134361	0.00629741	0.00885847	0.0166258	0.00113696	0.0309734	0.00728351	0.0467969	0.0846259	0.0320835	0.0663233	0.0143937	0.00452656	0.0625504	0.0398878	0.708915	0.291085	0.7089149	0.687764
5508	-572.6216	-600.7042	28.08253	0.563656	0.039708	0.0891973	0.00761743	0.029109	0.0720233	0.149471	0.0306554	0.607534	0.0608189	0.113166	0.0019306	0.0283409	0.0485458	0.0283638	0.000250986	0.0114947	0.0658885	0.0289842	0.00804402	0.0548289	0.0542849	0.046076	0.336252	0.159057	0.0828359	0.0175531	0.0120817	0.0702311	0.6611315	1.338868	0.185253	0.439427	0.773726	1.29245	2.27569	5.39803	1.219119	2.025117	0.20002	0.0140908	0.0316527	0.00270313	0.0103297	0.0255583	0.0530416	0.0108784	0.215591	0.0215823	0.0401582	0.000685097	0.0100571	0.0172271	0.0100652	8.90653e-05	0.00407904	0.0233813	0.0102854	0.00285451	0.0194567	0.0192636	0.0163506	0.119323	0.0564432	0.0293953	0.00622892	0.00428732	0.0249223	0.564568	0.435432	0.5645675	2.818001
5544	-574.8264	-604.9017	30.07523	0.20227	0.000261095	0.00591681	0.0332603	0.0682222	0.0228789	0.0284877	0.0816745	0.23411	0.167976	0.0207992	0.00722157	0.0147625	0.00806025	0.0140112	0.00996117	0.00987456	0.00907158	0.000579472	0.029409	0.0100049	0.0121182	0.265245	0.105654	0.00594644	0.0254505	0.0296675	0.032374	0.00914896	0.7737409	1.226259	0.115634	0.349192	0.720185	1.38853	2.86376	8.64799	1.559896	1.584845	0.138123	0.000178293	0.00404039	0.0227123	0.0465866	0.0156232	0.0194532	0.0557727	0.159866	0.114705	0.014203	0.00493136	0.0100808	0.00550407	0.0095678	0.00680214	0.006743	0.00619467	0.000395701	0.0200824	0.00683198	0.00827507	0.181127	0.0721473	0.00406062	0.0173793	0.0202589	0.0221071	0.00624751	0.607286	0.392714	0.6072859	1.464417
5580	-575.4358	-604.2332	28.79732	0.471147	0.00394715	0.103606	0.0607881	0.103926	0.332766	0.144016	0.128475	0.446984	0.0687406	0.123931	0.00221175	0.0790473	0.0272499	0.0818255	0.0371021	0.0277146	0.198953	0.018469	0.0667218	0.00183913	0.00720607	0.0012214	0.0751513	0.0204703	0.0452705	0.133648	0.25304	0.019757	1.107753	0.8922465	0.237709	0.496244	0.803642	1.24434	2.01514	4.20683	1.03884	0.8054558	0.152711	0.00127937	0.0335812	0.019703	0.0336852	0.107858	0.0466793	0.041642	0.144879	0.0222806	0.0401692	0.000716885	0.0256213	0.0088324	0.0265217	0.0120257	0.008983	0.0644858	0.00598626	0.0216262	0.000596108	0.00233567	0.000395887	0.0243584	0.00663495	0.0146733	0.0433186	0.0820166	0.00640376	0.549517	0.450483	0.5495169	3.085225
5616	-576.7221	-605.4423	28.72024	0.316998	0.00244731	0.217023	0.128456	0.0492021	0.175611	0.0932618	0.075412	0.210167	0.00334651	0.154824	0.0140822	0.00821659	0.0669747	0.049208	0.0839991	0.320497	0.0712066	0.0258038	0.202884	0.0709588	0.0142786	0.0120496	0.195149	0.0253585	0.0583306	0.206866	0.157677	0.0150785	0.9811797	1.01882	0.262277	0.520629	0.815759	1.22585	1.92075	3.81276	0.9677212	1.038363	0.10478	0.000808929	0.0717345	0.0424597	0.0162632	0.0580461	0.0308266	0.0249265	0.0694682	0.00110615	0.0511753	0.00465471	0.0027159	0.0221377	0.0162651	0.0277649	0.105937	0.0235365	0.00852913	0.0670609	0.0234546	0.00471964	0.00398285	0.0645043	0.00838195	0.0192805	0.0683771	0.0521184	0.00498403	0.478712	0.521288	0.4787115	3.025369
5652	-570.5853	-596.9532	26.36794	0.191644	0.0252825	0.190596	0.0763448	0.0375728	0.229922	0.0482134	0.318906	0.317931	0.0764292	0.066441	0.0878824	0.0456459	0.0855515	0.0322338	0.0142536	0.227784	0.0596201	0.0170901	0.168781	0.0398536	0.016433	0.426864	0.156769	0.0308404	0.0690559	0.283949	0.834642	0.0113731	0.6912641	1.308736	0.396597	0.636963	0.868735	1.1511	1.56995	2.52145	0.6687185	1.89325	0.0457614	0.00603703	0.045511	0.0182298	0.00897175	0.0549015	0.0115125	0.0761494	0.0759165	0.01825	0.015865	0.0209848	0.0108995	0.0204282	0.00769688	0.00340351	0.0543909	0.0142363	0.00408084	0.0403021	0.00951636	0.00392393	0.101928	0.0374337	0.00736416	0.0164894	0.0678021	0.199298	0.00271571	0.567519	0.432481	0.5675192	4.187905
5688	-572.8069	-602.894	30.08716	0.234301	0.0199224	0.11545	0.00673898	0.043105	0.0764315	0.147816	0.141732	0.143921	0.0669902	0.0455883	0.00306877	0.0340651	0.0248485	0.0213278	0.00117026	0.0385373	0.0152101	0.00539921	0.082412	0.0144552	0.0139605	0.0529349	0.0411834	0.000543958	0.0520586	0.0910186	0.23577	0.00942237	0.785397	1.214603	0.206649	0.463487	0.786702	1.27113	2.15756	4.83911	1.140085	1.546483	0.131675	0.0111962	0.0648819	0.00378725	0.0242247	0.042954	0.0830716	0.0796526	0.0808827	0.037648	0.0256203	0.00172463	0.0191443	0.0139646	0.0119861	0.000657676	0.0216577	0.00854798	0.00303432	0.0463149	0.00812374	0.00784569	0.029749	0.0231448	0.0003057	0.0292565	0.0511518	0.132501	0.0052953	0.55962	0.44038	0.5596203	1.779383
5724	-572.231	-602.4111	30.18011	0.10532	0.0495948	0.0847485	0.038217	0.158922	0.169036	0.0866165	0.199589	0.120022	0.136466	0.0668768	0.00524252	0.0313694	0.0234821	0.0258839	0.000221164	0.011176	0.0371183	0.0226839	0.154159	0.00688186	0.0553054	0.0419438	0.0696129	0.0210578	0.029611	0.175405	0.314758	0.0175509	1.108278	0.8917224	0.251522	0.510104	0.810578	1.23369	1.96038	3.9758	0.9979988	0.8046021	0.0466251	0.0219555	0.0375181	0.0169186	0.0703546	0.0748321	0.038345	0.0883579	0.0531337	0.0604134	0.0296063	0.00232086	0.0138872	0.0103955	0.0114587	9.79089e-05	0.0049476	0.0164322	0.0100421	0.0682461	0.00304659	0.0244836	0.0185685	0.0308175	0.00932224	0.0131088	0.0776515	0.139343	0.00776975	0.604466	0.395534	0.604466	2.258873
5760	-571.0446	-600.4143	29.36971	0.217001	0.0306142	0.0674931	0.0327323	0.0272674	0.0932845	0.107137	0.227894	0.142955	0.0912217	0.134679	0.000951501	0.0454664	0.0357915	0.0457525	0.00687594	0.0160462	0.0626897	0.0266398	0.352252	0.0181673	0.0160298	0.176601	0.029006	0.059603	0.020439	0.0781052	0.235994	0.085999	0.8945875	1.105412	0.242858	0.501458	0.806267	1.24028	1.99418	4.11763	1.023344	1.235667	0.0873351	0.0123212	0.0271636	0.0131736	0.0109742	0.0375438	0.0431188	0.0917194	0.0575343	0.0367135	0.0542036	0.000382946	0.0182986	0.0144048	0.0184138	0.00276732	0.00645804	0.0252304	0.0107216	0.141769	0.00731169	0.00645142	0.0710757	0.0116739	0.0239881	0.00822599	0.0314346	0.0949793	0.0346116	0.580661	0.419339	0.5806609	2.484688
5796	-563.6909	-593.2417	29.55079	0.406413	0.0461211	0.00989684	0.0547231	0.0393852	0.0705548	0.0841743	0.0542945	0.0822826	0.0790765	0.0756359	0.00710213	0.0173412	0.0177586	0.0052908	0.00100584	0.104227	0.0754239	0.00617676	0.0646009	0.017249	0.0299818	0.0494976	0.0203207	0.142311	0.0128836	0.04339	0.178795	0.0142011	0.7042085	1.295792	0.137327	0.379736	0.739275	1.35268	2.63341	7.28187	1.435572	1.840068	0.224523	0.0254797	0.00546752	0.0302319	0.0217584	0.0389781	0.0465022	0.0299951	0.0454571	0.0436859	0.0417851	0.00392358	0.00958017	0.00981075	0.00292291	0.000555675	0.0575803	0.041668	0.00341236	0.0356888	0.00952923	0.0165635	0.027345	0.0112262	0.0786199	0.00711757	0.0239709	0.0987754	0.00784543	0.608842	0.391158	0.6088424	1.810115
5832	-564.9127	-595.0385	30.12577	0.0901855	0.0304453	0.0768791	0.014564	0.072083	0.0698348	0.0279506	0.205809	0.189152	0.0430771	0.0294312	0.00165456	0.00689924	0.0107299	0.0130929	0.00328167	0.120538	0.0769793	0.00131448	0.0540913	0.0184331	0.00106289	0.0711431	0.0034867	0.0636683	0.0136442	0.0661353	0.133498	0.00384808	0.8492176	1.150782	0.106926	0.336111	0.711658	1.40517	2.97521	9.35223	1.616504	1.355109	0.0596106	0.0201237	0.0508153	0.00962649	0.0476452	0.0461592	0.0184747	0.136035	0.125025	0.028473	0.0194533	0.00109363	0.00456024	0.00709224	0.00865412	0.00216911	0.0796726	0.0508815	0.00086884	0.0357531	0.0121839	0.000702548	0.0470239	0.00230463	0.0420833	0.00901851	0.0437139	0.0882389	0.0025435	0.429004	0.570996	0.4290044	1.512912
5868	-564.0864	-593.6352	29.54877	0.256908	0.0268967	0.0661331	0.0217871	0.0511679	0.0313125	0.127267	0.0847425	0.083206	0.0703545	0.0394067	0.0130396	0.00993456	0.0210044	0.020532	0.000772179	0.13194	0.0161231	0.0118988	0.0520307	0.00426914	0.0199341	0.0789207	0.000374477	0.0312163	0.0111071	0.0354117	0.159588	0.0114651	0.6393169	1.360683	0.0933738	0.314613	0.697133	1.43445	3.17851	10.7096	1.714501	2.128339	0.172567	0.0180667	0.044422	0.0146346	0.0343698	0.0210328	0.0854858	0.0569221	0.0558901	0.0472576	0.0264697	0.00875877	0.00667311	0.0141088	0.0137915	0.000518678	0.0886253	0.01083	0.00799253	0.0349494	0.00286761	0.0133899	0.0530115	0.000251539	0.0209682	0.00746075	0.0237863	0.107196	0.00770119	0.63908	0.36092	0.6390805	1.488745
5904	-566.4513	-592.178	25.7267	0.797615	0.0873403	0.0812318	0.0528382	0.12116	0.0363231	0.218668	0.244076	0.139011	0.238372	0.0699968	0.0348518	0.0380594	0.0296946	0.0154644	0.00223828	0.453351	0.378277	0.00940521	0.21056	0.00472884	0.0707459	0.123	0.0168564	0.119645	0.0497335	0.0925678	0.668674	0.00644451	0.6933217	1.306678	0.279758	0.537272	0.823807	1.21388	1.86125	3.57452	0.9210679	1.884664	0.180827	0.0198009	0.018416	0.0119789	0.0274682	0.0082348	0.0495741	0.0553343	0.031515	0.0540412	0.0158689	0.00790125	0.00862843	0.00673206	0.00350593	0.00050744	0.102779	0.085759	0.00213225	0.047736	0.00107207	0.0160388	0.0278852	0.00382152	0.0271246	0.0112751	0.020986	0.151595	0.00146103	0.586982	0.413018	0.586982	4.410929
5940	-574.4129	-602.25	27.83709	0.412747	0.0435334	0.0390849	0.00372129	0.0721434	0.331763	0.108931	0.156651	0.222361	0.067831	0.0777999	0.030648	0.0662108	0.0699937	0.0248349	0.0148651	0.126032	0.467452	0.00661632	0.00573539	0.024279	0.0535351	0.0018209	0.0880725	0.145013	0.063607	0.122668	0.170605	0.00443477	0.6313879	1.368612	0.235946	0.494447	0.802733	1.24574	2.02246	4.23825	1.04422	2.167625	0.136536	0.0144008	0.0129292	0.001231	0.0238649	0.109747	0.0360341	0.0518198	0.0735567	0.0224384	0.0257361	0.0101383	0.0219024	0.0231538	0.00821532	0.00491734	0.0416913	0.154632	0.00218867	0.00189726	0.00803144	0.0177093	0.000602352	0.0291342	0.04797	0.0210411	0.0405785	0.0564359	0.00146701	0.52396	0.47604	0.5239599	3.022992
5976	-570.7705	-598.5054	27.73487	0.614016	0.00626637	0.0755923	0.00100963	0.3289	0.246692	0.166501	0.16121	0.0987703	0.107058	0.0837961	0.020447	0.0604297	0.0712224	0.0193274	0.0225808	0.113148	0.499705	0.0803514	0.130254	0.0376308	0.0477117	0.00138157	0.00586583	0.170232	0.0422149	0.235003	0.0901687	0.0155615	0.8641363	1.135864	0.3246	0.577675	0.842655	1.18673	1.73108	3.08072	0.8135695	1.31445	0.172814	0.00176366	0.0212753	0.000284159	0.0925684	0.069431	0.0468615	0.0453723	0.0277987	0.0301312	0.0235843	0.00575477	0.0170078	0.0200454	0.00543968	0.00635532	0.0318453	0.140641	0.0226148	0.0366597	0.0105911	0.0134284	0.00038884	0.00165093	0.0479117	0.0118813	0.0661413	0.0253779	0.00437975	0.591956	0.408044	0.5919558	3.553048
6012	-573.0487	-601.4543	28.40559	0.302401	0.00438483	0.0189032	0.00168996	0.0636012	0.073347	0.0220547	0.159155	0.171525	0.127296	0.052248	0.0179398	0.0211563	0.088151	0.0194992	0.00275121	0.00308117	0.368389	0.0561469	0.0944669	0.0284881	0.00719436	0.000103335	0.0721915	0.0904512	0.0327208	0.0215885	0.0358549	0.0158699	0.3748388	1.625161	0.17455	0.426857	0.766752	1.3042	2.34271	5.72902	1.262149	4.335627	0.153297	0.00222281	0.00958263	0.000856697	0.0322415	0.037182	0.0111803	0.0806807	0.0869517	0.0645306	0.0264862	0.00909424	0.0107248	0.0446866	0.00988479	0.00139468	0.00156194	0.186748	0.0284627	0.0478883	0.0144415	0.00364705	5.23841e-05	0.0365962	0.0458526	0.0165872	0.0109439	0.018176	0.00804496	0.651628	0.348372	0.6516279	1.972651
6048	-565.8808	-595.9424	30.06151	0.309454	0.0482895	0.00534009	0.014191	0.103964	0.0757206	0.0909757	0.067869	0.078886	0.0709119	0.0656549	0.0218177	0.00462218	0.00812695	0.00940022	0.00665232	0.0322134	0.277665	0.037891	0.0589217	0.00797803	0.00939685	0.000444142	0.0877373	0.0439815	0.0105783	0.0218014	0.0387058	0.0126852	0.7919515	1.208049	0.143604	0.388103	0.744319	1.34351	2.57663	6.96361	1.403259	1.525407	0.1908	0.0297739	0.00329254	0.00874974	0.064101	0.0466871	0.0560929	0.041846	0.0486388	0.0437221	0.0404809	0.0134522	0.0028499	0.00501083	0.0057959	0.00410162	0.0198618	0.1712	0.0233625	0.0363293	0.00491902	0.00579381	0.000273845	0.0540962	0.0271177	0.00652227	0.0134421	0.0238648	0.00782129	0.633287	0.366713	0.6332866	1.621876
6084	-568.1356	-597.5371	29.40155	0.50249	0.0281002	0.0506341	0.0345165	0.0365104	0.0889212	0.0287075	0.120411	0.0970519	0.091989	0.0498455	0.012975	0.0319048	0.0169118	0.01931	0.018632	0.0173748	0.00792578	0.0343686	0.0617367	0.00984295	0.0143272	0.0497715	0.0636134	0.17276	0.00983975	0.0583172	0.105062	0.0115717	0.6836594	1.316341	0.128966	0.368278	0.732242	1.36567	2.71534	7.75401	1.480997	1.925433	0.27229	0.015227	0.0274377	0.0187038	0.0197843	0.0481847	0.0155561	0.0652483	0.0525906	0.0498471	0.0270103	0.0070309	0.0172886	0.00916418	0.0104637	0.0100964	0.0094151	0.00429483	0.0186237	0.033454	0.00533371	0.00776363	0.0269703	0.0344709	0.0936152	0.00533198	0.031601	0.0569313	0.00627049	0.524657	0.475343	0.5246566	1.845422
